29,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-06-07 12:51:00,1
2019-06-07 13:05:00,1
2019-06-07 14:07:00,2
2019-06-07 14:48:00,2
2019-06-07 14:49:00,5
2019-06-07 14:50:00,3
2019-06-07 15:18:00,1
2019-06-07 15:24:00,1
2019-06-07 15:30:00,1
2019-06-07 16:24:00,1
2019-06-07 16:29:00,1
2019-06-07 16:30:00,1
2019-06-07 16:31:00,2
2019-06-07 16:32:00,2
2019-06-07 16:54:00,1
2019-06-07 16:58:00,1
2019-06-07 17:07:00,1
2019-06-07 22:16:00,2
