762,select * from PhotoTag where objId=#
2019-06-07 00:04:00,4
2019-06-07 00:10:00,1
2019-06-07 00:11:00,1
2019-06-07 00:13:00,1
2019-06-07 00:16:00,1
2019-06-07 00:18:00,1
2019-06-07 00:20:00,1
2019-06-07 00:26:00,1
2019-06-07 00:29:00,1
2019-06-07 00:33:00,1
2019-06-07 00:45:00,1
2019-06-07 01:03:00,1
2019-06-07 01:05:00,1
2019-06-07 01:07:00,1
2019-06-07 01:08:00,1
2019-06-07 01:20:00,1
2019-06-07 01:22:00,1
2019-06-07 01:23:00,1
2019-06-07 01:24:00,1
2019-06-07 01:27:00,1
2019-06-07 01:32:00,1
2019-06-07 01:35:00,1
2019-06-07 01:40:00,1
2019-06-07 01:43:00,1
2019-06-07 01:45:00,1
2019-06-07 01:47:00,1
2019-06-07 01:50:00,1
2019-06-07 01:54:00,1
2019-06-07 01:58:00,2
2019-06-07 02:01:00,1
2019-06-07 02:02:00,1
2019-06-07 02:03:00,1
2019-06-07 02:06:00,1
2019-06-07 02:11:00,2
2019-06-07 02:15:00,1
2019-06-07 02:19:00,1
2019-06-07 02:20:00,1
2019-06-07 02:28:00,1
2019-06-07 02:30:00,1
2019-06-07 02:33:00,1
2019-06-07 02:40:00,2
2019-06-07 02:50:00,1
2019-06-07 02:57:00,1
2019-06-07 03:02:00,1
2019-06-07 03:03:00,1
2019-06-07 03:12:00,1
2019-06-07 03:13:00,1
2019-06-07 03:14:00,1
2019-06-07 03:16:00,1
2019-06-07 03:17:00,1
2019-06-07 03:18:00,1
2019-06-07 03:22:00,3
2019-06-07 03:23:00,1
2019-06-07 03:25:00,1
2019-06-07 03:26:00,1
2019-06-07 03:29:00,2
2019-06-07 03:33:00,1
2019-06-07 03:34:00,2
2019-06-07 03:39:00,1
2019-06-07 03:52:00,9
2019-06-07 03:53:00,9
2019-06-07 03:54:00,12
2019-06-07 03:58:00,1
2019-06-07 03:59:00,1
2019-06-07 04:00:00,2
2019-06-07 04:01:00,1
2019-06-07 04:02:00,1
2019-06-07 04:04:00,15
2019-06-07 04:05:00,13
2019-06-07 04:06:00,4
2019-06-07 04:09:00,1
2019-06-07 04:10:00,1
2019-06-07 04:12:00,1
2019-06-07 04:14:00,1
2019-06-07 04:17:00,1
2019-06-07 04:22:00,2
