1753,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-06-07 12:40:00,16
2019-06-07 12:42:00,15
2019-06-07 12:47:00,41
2019-06-07 12:52:00,15
2019-06-07 13:11:00,18
2019-06-07 13:13:00,37
2019-06-07 13:18:00,69
2019-06-07 13:19:00,130
2019-06-07 13:25:00,20
2019-06-07 13:34:00,8
2019-06-07 13:35:00,6
2019-06-07 13:49:00,18
2019-06-07 13:52:00,16
2019-06-07 13:56:00,356
2019-06-07 13:57:00,510
2019-06-07 13:58:00,254
2019-06-07 14:01:00,22
2019-06-07 14:06:00,15
2019-06-07 14:14:00,17
2019-06-07 14:16:00,83
2019-06-07 14:17:00,41
2019-06-07 14:20:00,14
2019-06-07 14:22:00,32
