13,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-06-07 13:56:00,1
2019-06-07 14:03:00,1
2019-06-07 14:10:00,1
2019-06-07 14:13:00,1
2019-06-07 14:17:00,1
2019-06-07 14:24:00,1
2019-06-07 14:28:00,1
2019-06-07 14:34:00,1
2019-06-07 14:39:00,1
2019-06-07 14:41:00,1
2019-06-07 14:49:00,1
2019-06-07 14:52:00,1
2019-06-07 15:00:00,1
