235,select * from Photoz where objid=#
2019-06-07 01:02:00,2
2019-06-07 02:00:00,1
2019-06-07 02:10:00,1
2019-06-07 02:24:00,1
2019-06-07 04:11:00,1
2019-06-07 04:27:00,1
2019-06-07 04:38:00,1
2019-06-07 04:54:00,1
2019-06-07 05:03:00,1
2019-06-07 05:18:00,1
2019-06-07 05:20:00,1
2019-06-07 05:23:00,1
2019-06-07 05:25:00,1
2019-06-07 05:43:00,1
2019-06-07 06:03:00,2
2019-06-07 06:32:00,1
2019-06-07 07:25:00,1
2019-06-07 07:35:00,1
2019-06-07 07:51:00,1
2019-06-07 08:24:00,1
2019-06-07 08:25:00,1
2019-06-07 08:29:00,1
2019-06-07 08:56:00,1
2019-06-07 09:05:00,1
2019-06-07 09:16:00,1
2019-06-07 09:31:00,1
2019-06-07 09:56:00,2
2019-06-07 10:12:00,1
2019-06-07 10:27:00,1
2019-06-07 10:49:00,1
2019-06-07 11:01:00,8
2019-06-07 11:02:00,5
2019-06-07 11:03:00,6
2019-06-07 11:04:00,12
2019-06-07 11:05:00,7
2019-06-07 11:42:00,1
2019-06-07 12:10:00,1
2019-06-07 12:39:00,1
2019-06-07 12:59:00,1
2019-06-07 13:00:00,1
2019-06-07 13:10:00,1
2019-06-07 13:27:00,1
2019-06-07 13:32:00,1
2019-06-07 13:33:00,1
2019-06-07 13:35:00,1
2019-06-07 13:36:00,1
2019-06-07 13:37:00,1
2019-06-07 13:38:00,1
2019-06-07 13:39:00,1
2019-06-07 13:40:00,1
2019-06-07 13:41:00,1
2019-06-07 13:43:00,1
2019-06-07 13:44:00,1
2019-06-07 13:45:00,1
2019-06-07 13:46:00,1
2019-06-07 13:47:00,1
2019-06-07 13:48:00,2
2019-06-07 13:49:00,1
2019-06-07 13:50:00,1
2019-06-07 13:51:00,1
2019-06-07 13:53:00,1
2019-06-07 14:00:00,1
2019-06-07 14:18:00,1
2019-06-07 14:20:00,1
2019-06-07 14:23:00,1
2019-06-07 14:31:00,1
2019-06-07 15:07:00,6
2019-06-07 15:08:00,5
2019-06-07 15:09:00,6
2019-06-07 15:10:00,2
2019-06-07 15:28:00,17
2019-06-07 15:32:00,1
2019-06-07 15:39:00,1
2019-06-07 15:40:00,1
2019-06-07 15:41:00,1
2019-06-07 15:48:00,1
2019-06-07 15:54:00,1
2019-06-07 16:16:00,1
2019-06-07 16:29:00,1
2019-06-07 17:12:00,1
2019-06-07 17:36:00,1
2019-06-07 17:59:00,1
2019-06-07 18:31:00,1
2019-06-07 18:41:00,1
2019-06-07 18:44:00,1
2019-06-07 18:48:00,1
2019-06-07 19:05:00,19
2019-06-07 19:06:00,24
2019-06-07 19:31:00,1
2019-06-07 19:57:00,1
2019-06-07 20:26:00,1
2019-06-07 21:01:00,1
2019-06-07 21:38:00,1
2019-06-07 21:44:00,1
2019-06-07 21:56:00,1
2019-06-07 22:02:00,1
2019-06-07 22:19:00,1
2019-06-07 22:42:00,1
2019-06-07 22:50:00,1
2019-06-07 22:55:00,1
2019-06-07 22:58:00,1
2019-06-07 23:01:00,12
2019-06-07 23:02:00,12
2019-06-07 23:11:00,1
