102,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-06-07 00:44:00,1
2019-06-07 01:45:00,1
2019-06-07 02:44:00,1
2019-06-07 03:44:00,1
2019-06-07 04:44:00,1
2019-06-07 05:44:00,1
2019-06-07 06:46:00,1
2019-06-07 07:44:00,1
2019-06-07 08:18:00,1
2019-06-07 08:27:00,2
2019-06-07 08:29:00,1
2019-06-07 08:31:00,1
2019-06-07 08:44:00,1
2019-06-07 09:44:00,1
2019-06-07 10:44:00,1
2019-06-07 10:55:00,1
2019-06-07 11:02:00,1
2019-06-07 11:03:00,1
2019-06-07 11:04:00,1
2019-06-07 11:05:00,2
2019-06-07 11:32:00,9
2019-06-07 11:47:00,1
2019-06-07 12:29:00,1
2019-06-07 12:36:00,9
2019-06-07 12:40:00,1
2019-06-07 12:44:00,1
2019-06-07 12:49:00,1
2019-06-07 13:00:00,1
2019-06-07 13:01:00,1
2019-06-07 13:08:00,1
2019-06-07 13:15:00,1
2019-06-07 13:23:00,1
2019-06-07 13:27:00,1
2019-06-07 13:37:00,1
2019-06-07 13:41:00,1
2019-06-07 13:42:00,1
2019-06-07 13:45:00,1
2019-06-07 13:47:00,1
2019-06-07 14:07:00,1
2019-06-07 14:17:00,1
2019-06-07 14:25:00,1
2019-06-07 14:36:00,1
2019-06-07 14:37:00,1
2019-06-07 14:40:00,5
2019-06-07 14:41:00,5
2019-06-07 14:42:00,2
2019-06-07 14:44:00,1
2019-06-07 14:50:00,1
2019-06-07 14:52:00,1
2019-06-07 15:18:00,2
2019-06-07 15:19:00,7
2019-06-07 15:28:00,1
2019-06-07 15:39:00,1
2019-06-07 15:44:00,1
2019-06-07 15:45:00,1
2019-06-07 16:45:00,1
2019-06-07 17:45:00,1
2019-06-07 18:45:00,1
2019-06-07 19:45:00,1
2019-06-07 20:00:00,5
2019-06-07 20:01:00,4
