19,select * from query_NRGs3#
2019-01-18 10:17:00,3
2019-01-18 10:18:00,4
2019-01-18 10:19:00,2
2019-01-18 10:20:00,3
2019-01-18 10:21:00,3
2019-01-18 10:22:00,4
