10,select * from NCAS_NRGs0#
2019-01-18 10:45:00,1
2019-01-18 10:46:00,1
2019-01-18 10:47:00,2
2019-01-18 10:48:00,2
2019-01-18 10:51:00,1
2019-01-18 10:52:00,3
