22,select * from NCAS_SRGb1#
2019-01-18 10:33:00,3
2019-01-18 10:35:00,1
2019-01-18 10:36:00,4
2019-01-18 10:37:00,3
2019-01-18 10:38:00,3
2019-01-18 10:39:00,2
2019-01-18 10:40:00,1
2019-01-18 10:41:00,3
2019-01-18 10:42:00,2
