27,select * from NCAS_NRGs3#
2019-01-18 11:14:00,1
2019-01-18 11:15:00,3
2019-01-18 11:16:00,3
2019-01-18 11:17:00,3
2019-01-18 11:18:00,2
2019-01-18 11:19:00,4
2019-01-18 11:20:00,4
2019-01-18 11:21:00,4
2019-01-18 11:22:00,3
