24,select * from NCAS_SS2b1#
2019-01-18 10:41:00,1
2019-01-18 10:42:00,2
2019-01-18 10:43:00,4
2019-01-18 10:44:00,2
2019-01-18 10:50:00,1
2019-01-18 10:51:00,2
2019-01-18 10:53:00,1
2019-01-18 10:54:00,1
2019-01-18 10:55:00,1
2019-01-18 10:56:00,2
2019-01-18 11:00:00,1
2019-01-18 11:03:00,4
2019-01-18 11:04:00,2
