22,select * from query_SS2b0#
2019-01-18 09:28:00,1
2019-01-18 09:29:00,2
2019-01-18 09:30:00,2
2019-01-18 09:32:00,1
2019-01-18 09:33:00,2
2019-01-18 09:34:00,1
2019-01-18 09:35:00,1
2019-01-18 09:36:00,3
2019-01-18 09:37:00,2
2019-01-18 09:39:00,1
2019-01-18 09:41:00,2
2019-01-18 09:42:00,2
2019-01-18 10:23:00,1
2019-01-18 10:24:00,1
