11,select * from NCAS_SS2s2#
2019-01-18 11:06:00,1
2019-01-18 11:07:00,1
2019-01-18 11:08:00,1
2019-01-18 11:09:00,2
2019-01-18 11:11:00,1
2019-01-18 11:23:00,2
2019-01-18 11:24:00,1
2019-01-18 11:25:00,2
