22,select * from query_SRGb1#
2019-01-18 09:35:00,3
2019-01-18 09:37:00,1
2019-01-18 09:38:00,4
2019-01-18 09:39:00,3
2019-01-18 09:40:00,3
2019-01-18 09:41:00,2
2019-01-18 09:42:00,1
2019-01-18 09:43:00,3
2019-01-18 09:44:00,2
