20,select * from NCAS_SS2b0#
2019-01-18 10:27:00,2
2019-01-18 10:28:00,2
2019-01-18 10:30:00,1
2019-01-18 10:31:00,2
2019-01-18 10:32:00,1
2019-01-18 10:33:00,1
2019-01-18 10:34:00,3
2019-01-18 10:35:00,2
2019-01-18 10:37:00,1
2019-01-18 10:39:00,2
2019-01-18 10:40:00,2
2019-01-18 15:56:00,1
