252,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-01-18 06:53:00,2
2019-01-18 06:54:00,2
2019-01-18 06:55:00,2
2019-01-18 06:57:00,2
2019-01-18 07:27:00,2
2019-01-18 07:28:00,2
2019-01-18 07:29:00,2
2019-01-18 07:30:00,2
2019-01-18 07:35:00,2
2019-01-18 07:37:00,2
2019-01-18 07:39:00,2
2019-01-18 07:41:00,2
2019-01-18 07:48:00,2
2019-01-18 07:49:00,2
2019-01-18 07:51:00,2
2019-01-18 07:53:00,2
2019-01-18 08:38:00,2
2019-01-18 08:39:00,2
2019-01-18 08:40:00,2
2019-01-18 08:42:00,2
2019-01-18 08:43:00,2
2019-01-18 08:44:00,2
2019-01-18 08:49:00,2
2019-01-18 08:50:00,2
2019-01-18 08:52:00,2
2019-01-18 09:00:00,2
2019-01-18 09:01:00,2
2019-01-18 09:02:00,2
2019-01-18 09:12:00,2
2019-01-18 09:13:00,2
2019-01-18 09:15:00,2
2019-01-18 09:34:00,2
2019-01-18 09:37:00,2
2019-01-18 09:39:00,2
2019-01-18 09:51:00,1
2019-01-18 09:52:00,5
2019-01-18 09:53:00,2
2019-01-18 09:54:00,3
2019-01-18 09:55:00,3
2019-01-18 09:56:00,2
2019-01-18 09:58:00,4
2019-01-18 09:59:00,2
2019-01-18 10:00:00,2
2019-01-18 10:01:00,2
2019-01-18 10:05:00,2
2019-01-18 10:06:00,2
2019-01-18 10:07:00,2
2019-01-18 10:08:00,2
2019-01-18 10:09:00,4
2019-01-18 10:10:00,2
2019-01-18 10:11:00,2
2019-01-18 10:12:00,2
2019-01-18 10:19:00,2
2019-01-18 10:20:00,1
2019-01-18 10:21:00,2
2019-01-18 10:22:00,2
2019-01-18 10:30:00,1
2019-01-18 10:31:00,2
2019-01-18 10:32:00,3
2019-01-18 10:33:00,1
2019-01-18 10:34:00,4
2019-01-18 10:36:00,1
2019-01-18 10:44:00,2
2019-01-18 10:45:00,2
2019-01-18 10:46:00,1
2019-01-18 10:54:00,2
2019-01-18 10:55:00,2
2019-01-18 10:56:00,2
2019-01-18 10:57:00,2
2019-01-18 10:58:00,2
2019-01-18 11:00:00,2
2019-01-18 11:53:00,2
2019-01-18 11:54:00,6
2019-01-18 11:55:00,2
2019-01-18 11:56:00,4
2019-01-18 11:57:00,6
2019-01-18 11:59:00,6
2019-01-18 12:00:00,4
2019-01-18 12:02:00,4
2019-01-18 12:03:00,6
2019-01-18 12:05:00,4
2019-01-18 12:06:00,6
2019-01-18 12:08:00,2
2019-01-18 12:09:00,4
2019-01-18 12:10:00,4
2019-01-18 12:19:00,2
2019-01-18 12:21:00,2
2019-01-18 12:22:00,2
2019-01-18 12:23:00,2
2019-01-18 12:25:00,2
2019-01-18 12:26:00,2
2019-01-18 12:27:00,2
2019-01-18 12:29:00,2
2019-01-18 12:30:00,2
2019-01-18 12:32:00,2
2019-01-18 12:33:00,2
2019-01-18 12:34:00,2
2019-01-18 12:36:00,2
2019-01-18 12:40:00,2
2019-01-18 12:43:00,2
2019-01-18 12:47:00,2
2019-01-18 12:53:00,2
2019-01-18 12:58:00,2
2019-01-18 13:03:00,2
2019-01-18 13:10:00,2
2019-01-18 13:38:00,2
2019-01-18 13:40:00,2
