4004,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-01-18 10:59:00,1
2019-01-18 11:45:00,1
2019-01-18 11:48:00,1
2019-01-18 11:49:00,1
2019-01-18 11:50:00,1
2019-01-18 12:03:00,2
2019-01-18 12:05:00,1
2019-01-18 12:08:00,1
2019-01-18 12:09:00,1
2019-01-18 12:10:00,1
2019-01-18 12:13:00,19
2019-01-18 12:14:00,27
2019-01-18 12:15:00,28
2019-01-18 12:16:00,28
2019-01-18 12:17:00,27
2019-01-18 12:18:00,26
2019-01-18 12:19:00,34
2019-01-18 12:20:00,57
2019-01-18 12:21:00,36
2019-01-18 12:22:00,30
2019-01-18 12:23:00,30
2019-01-18 12:24:00,29
2019-01-18 12:25:00,28
2019-01-18 12:26:00,30
2019-01-18 12:27:00,3
2019-01-18 12:30:00,22
2019-01-18 12:31:00,28
2019-01-18 12:32:00,27
2019-01-18 12:33:00,29
2019-01-18 12:34:00,30
2019-01-18 12:35:00,29
2019-01-18 12:36:00,29
2019-01-18 12:37:00,26
2019-01-18 12:39:00,15
2019-01-18 12:40:00,26
2019-01-18 12:41:00,25
2019-01-18 12:42:00,22
2019-01-18 12:53:00,2
2019-01-18 12:54:00,26
2019-01-18 12:55:00,16
2019-01-18 12:56:00,20
2019-01-18 12:57:00,24
2019-01-18 12:58:00,17
2019-01-18 12:59:00,15
2019-01-18 13:00:00,23
2019-01-18 13:01:00,26
2019-01-18 13:02:00,28
2019-01-18 13:03:00,19
2019-01-18 13:28:00,9
2019-01-18 13:29:00,29
2019-01-18 13:30:00,26
2019-01-18 13:31:00,27
2019-01-18 13:32:00,28
2019-01-18 13:33:00,27
2019-01-18 13:34:00,23
2019-01-18 13:35:00,27
2019-01-18 13:36:00,27
2019-01-18 13:37:00,4
2019-01-18 13:43:00,4
2019-01-18 13:44:00,26
2019-01-18 13:45:00,26
2019-01-18 13:46:00,27
2019-01-18 13:47:00,26
2019-01-18 13:48:00,27
2019-01-18 13:49:00,26
2019-01-18 13:50:00,25
2019-01-18 13:51:00,27
2019-01-18 13:52:00,2
2019-01-18 14:01:00,20
2019-01-18 14:02:00,27
2019-01-18 14:03:00,26
2019-01-18 14:04:00,27
2019-01-18 14:05:00,24
2019-01-18 14:06:00,24
2019-01-18 14:07:00,26
2019-01-18 14:08:00,27
2019-01-18 14:09:00,12
2019-01-18 15:42:00,24
2019-01-18 15:43:00,26
2019-01-18 15:44:00,26
2019-01-18 15:45:00,27
2019-01-18 15:46:00,27
2019-01-18 15:47:00,28
2019-01-18 15:48:00,26
2019-01-18 15:49:00,27
2019-01-18 15:50:00,5
2019-01-18 15:57:00,5
2019-01-18 15:58:00,28
2019-01-18 15:59:00,28
2019-01-18 16:00:00,29
2019-01-18 16:01:00,29
2019-01-18 16:02:00,27
2019-01-18 16:03:00,27
2019-01-18 16:04:00,27
2019-01-18 16:05:00,16
2019-01-18 16:22:00,15
2019-01-18 16:23:00,26
2019-01-18 16:24:00,27
2019-01-18 16:25:00,28
2019-01-18 16:26:00,27
2019-01-18 16:27:00,26
2019-01-18 16:28:00,26
2019-01-18 16:29:00,29
2019-01-18 16:30:00,12
2019-01-18 16:32:00,9
2019-01-18 16:33:00,26
2019-01-18 16:34:00,27
2019-01-18 16:35:00,28
2019-01-18 16:36:00,27
2019-01-18 16:37:00,28
2019-01-18 16:38:00,26
2019-01-18 16:39:00,28
2019-01-18 16:40:00,17
2019-01-18 16:43:00,10
2019-01-18 16:44:00,28
2019-01-18 16:45:00,27
2019-01-18 16:46:00,28
2019-01-18 16:47:00,28
2019-01-18 16:48:00,26
2019-01-18 16:49:00,27
2019-01-18 16:50:00,28
2019-01-18 16:51:00,14
2019-01-18 16:52:00,12
2019-01-18 16:53:00,25
2019-01-18 16:54:00,26
2019-01-18 16:55:00,29
2019-01-18 16:56:00,28
2019-01-18 16:57:00,27
2019-01-18 16:58:00,26
2019-01-18 16:59:00,27
2019-01-18 17:00:00,16
2019-01-18 17:02:00,18
2019-01-18 17:03:00,27
2019-01-18 17:04:00,26
2019-01-18 17:05:00,27
2019-01-18 17:06:00,24
2019-01-18 17:07:00,29
2019-01-18 17:08:00,21
2019-01-18 17:09:00,26
2019-01-18 17:10:00,18
2019-01-18 17:11:00,18
2019-01-18 17:12:00,28
2019-01-18 17:13:00,27
2019-01-18 17:14:00,28
2019-01-18 17:15:00,28
2019-01-18 17:16:00,29
2019-01-18 17:17:00,29
2019-01-18 17:18:00,29
2019-01-18 17:50:00,10
2019-01-18 17:51:00,26
2019-01-18 17:52:00,28
2019-01-18 17:53:00,29
2019-01-18 17:54:00,29
2019-01-18 17:55:00,27
2019-01-18 17:56:00,28
2019-01-18 17:57:00,27
2019-01-18 17:58:00,12
2019-01-18 18:00:00,25
2019-01-18 18:01:00,31
2019-01-18 18:02:00,30
2019-01-18 18:03:00,32
2019-01-18 18:04:00,31
2019-01-18 18:05:00,31
2019-01-18 18:06:00,22
2019-01-18 18:07:00,14
2019-01-18 18:09:00,4
2019-01-18 18:10:00,29
2019-01-18 18:11:00,27
2019-01-18 18:12:00,31
2019-01-18 18:13:00,31
2019-01-18 18:14:00,31
2019-01-18 18:15:00,28
2019-01-18 18:16:00,30
2019-01-18 18:17:00,5
2019-01-18 18:52:00,1
2019-01-18 18:53:00,1
2019-01-18 18:57:00,1
2019-01-18 19:00:00,1
2019-01-18 19:01:00,1
