24,select * from query_NRGb2#
2019-01-18 10:04:00,3
2019-01-18 10:05:00,1
2019-01-18 10:06:00,1
2019-01-18 10:07:00,2
2019-01-18 10:08:00,3
2019-01-18 10:09:00,1
2019-01-18 10:10:00,2
2019-01-18 10:12:00,2
2019-01-18 10:13:00,1
2019-01-18 10:14:00,4
2019-01-18 10:15:00,3
2019-01-18 10:16:00,1
