13,"SELECT TOP # z, BestObjID FROM SpecObj WHERE class = &&& AND zwarning=# AND survey=&&& AND z BETWEEN # AND #"
2019-03-10 10:17:00,2
2019-03-10 10:18:00,1
2019-03-10 10:19:00,3
2019-03-10 10:20:00,1
2019-03-10 10:21:00,2
2019-03-10 10:22:00,1
2019-03-10 10:24:00,3
