58,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns(&&&) ORDER BY [columnID]"
2019-03-10 00:42:00,3
2019-03-10 00:48:00,1
2019-03-10 00:49:00,1
2019-03-10 00:50:00,2
2019-03-10 01:08:00,1
2019-03-10 01:09:00,1
2019-03-10 01:12:00,1
2019-03-10 01:16:00,1
2019-03-10 01:18:00,1
2019-03-10 02:27:00,1
2019-03-10 02:33:00,5
2019-03-10 02:38:00,2
2019-03-10 02:39:00,2
2019-03-10 02:40:00,2
2019-03-10 02:44:00,2
2019-03-10 06:02:00,3
2019-03-10 06:05:00,1
2019-03-10 06:53:00,2
2019-03-10 06:54:00,1
2019-03-10 06:55:00,1
2019-03-10 08:16:00,1
2019-03-10 08:21:00,1
2019-03-10 09:24:00,1
2019-03-10 10:36:00,2
2019-03-10 10:44:00,1
2019-03-10 13:28:00,1
2019-03-10 13:29:00,1
2019-03-10 14:20:00,1
2019-03-10 14:21:00,2
2019-03-10 16:30:00,2
2019-03-10 16:31:00,1
2019-03-10 16:32:00,1
2019-03-10 16:33:00,1
2019-03-10 16:40:00,1
2019-03-10 16:50:00,2
2019-03-10 18:29:00,2
2019-03-10 18:31:00,2
2019-03-10 20:25:00,1
