23,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-03-10 00:10:00,1
2019-03-10 01:10:00,1
2019-03-10 03:02:00,1
2019-03-10 03:03:00,1
2019-03-10 03:04:00,1
2019-03-10 08:07:00,1
2019-03-10 08:16:00,1
2019-03-10 08:27:00,1
2019-03-10 08:28:00,1
2019-03-10 08:30:00,1
2019-03-10 10:15:00,1
2019-03-10 10:19:00,1
2019-03-10 14:17:00,1
2019-03-10 14:26:00,1
2019-03-10 14:35:00,1
2019-03-10 14:42:00,1
2019-03-10 14:46:00,1
2019-03-10 14:52:00,1
2019-03-10 15:13:00,1
2019-03-10 15:26:00,1
2019-03-10 15:33:00,1
2019-03-10 16:40:00,1
2019-03-10 16:46:00,1
