1022,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-03-10 05:06:00,1
2019-03-10 06:02:00,1
2019-03-10 06:13:00,2
2019-03-10 06:20:00,1
2019-03-10 06:48:00,1
2019-03-10 07:40:00,1
2019-03-10 07:41:00,3
2019-03-10 07:42:00,3
2019-03-10 07:43:00,4
2019-03-10 07:44:00,4
2019-03-10 07:45:00,3
2019-03-10 07:46:00,2
2019-03-10 07:49:00,5
2019-03-10 07:50:00,10
2019-03-10 07:51:00,11
2019-03-10 07:52:00,9
2019-03-10 07:53:00,8
2019-03-10 07:54:00,12
2019-03-10 07:55:00,9
2019-03-10 07:56:00,14
2019-03-10 07:57:00,6
2019-03-10 07:58:00,5
2019-03-10 07:59:00,7
2019-03-10 08:00:00,5
2019-03-10 08:01:00,3
2019-03-10 08:02:00,3
2019-03-10 08:03:00,5
2019-03-10 08:04:00,5
2019-03-10 08:05:00,6
2019-03-10 08:06:00,5
2019-03-10 08:07:00,6
2019-03-10 08:08:00,5
2019-03-10 08:09:00,6
2019-03-10 08:10:00,7
2019-03-10 08:11:00,5
2019-03-10 08:12:00,5
2019-03-10 08:13:00,8
2019-03-10 08:14:00,6
2019-03-10 08:15:00,7
2019-03-10 08:16:00,6
2019-03-10 08:17:00,4
2019-03-10 08:18:00,5
2019-03-10 08:19:00,7
2019-03-10 08:20:00,7
2019-03-10 08:21:00,6
2019-03-10 08:22:00,6
2019-03-10 08:23:00,6
2019-03-10 08:24:00,6
2019-03-10 08:25:00,5
2019-03-10 08:26:00,9
2019-03-10 08:27:00,6
2019-03-10 08:28:00,6
2019-03-10 08:29:00,6
2019-03-10 08:30:00,7
2019-03-10 08:31:00,5
2019-03-10 08:32:00,8
2019-03-10 08:33:00,6
2019-03-10 08:34:00,4
2019-03-10 08:35:00,7
2019-03-10 08:36:00,8
2019-03-10 08:37:00,5
2019-03-10 08:38:00,2
2019-03-10 08:39:00,5
2019-03-10 08:40:00,5
2019-03-10 08:41:00,7
2019-03-10 08:42:00,5
2019-03-10 08:43:00,4
2019-03-10 08:44:00,4
2019-03-10 08:45:00,3
2019-03-10 08:46:00,4
2019-03-10 08:47:00,3
2019-03-10 08:48:00,4
2019-03-10 08:49:00,4
2019-03-10 08:50:00,4
2019-03-10 08:51:00,4
2019-03-10 08:52:00,3
2019-03-10 08:53:00,5
2019-03-10 08:54:00,5
2019-03-10 08:55:00,2
2019-03-10 08:56:00,7
2019-03-10 08:57:00,4
2019-03-10 08:58:00,4
2019-03-10 08:59:00,3
2019-03-10 09:00:00,5
2019-03-10 09:01:00,4
2019-03-10 09:02:00,4
2019-03-10 09:03:00,4
2019-03-10 09:04:00,4
2019-03-10 09:05:00,2
2019-03-10 09:06:00,4
2019-03-10 09:07:00,3
2019-03-10 09:08:00,4
2019-03-10 09:09:00,6
2019-03-10 09:10:00,4
2019-03-10 09:11:00,7
2019-03-10 09:12:00,4
2019-03-10 09:13:00,4
2019-03-10 09:14:00,3
2019-03-10 09:15:00,5
2019-03-10 09:16:00,4
2019-03-10 09:17:00,4
2019-03-10 09:18:00,4
2019-03-10 09:19:00,3
2019-03-10 20:07:00,1
2019-03-10 20:08:00,1
2019-03-10 20:09:00,3
2019-03-10 20:10:00,3
2019-03-10 20:11:00,2
2019-03-10 20:12:00,4
2019-03-10 20:13:00,3
2019-03-10 20:14:00,3
2019-03-10 20:15:00,3
2019-03-10 20:16:00,3
2019-03-10 20:17:00,2
2019-03-10 20:18:00,2
2019-03-10 20:19:00,3
2019-03-10 20:20:00,1
2019-03-10 20:21:00,1
2019-03-10 20:22:00,1
2019-03-10 20:23:00,2
2019-03-10 20:24:00,1
2019-03-10 20:25:00,3
2019-03-10 20:26:00,4
2019-03-10 20:27:00,8
2019-03-10 20:28:00,14
2019-03-10 20:29:00,4
2019-03-10 20:30:00,3
2019-03-10 20:31:00,3
2019-03-10 20:32:00,3
2019-03-10 20:33:00,4
2019-03-10 20:34:00,4
2019-03-10 20:35:00,3
2019-03-10 20:36:00,4
2019-03-10 20:37:00,3
2019-03-10 20:38:00,5
2019-03-10 20:39:00,3
2019-03-10 20:40:00,3
2019-03-10 20:41:00,2
2019-03-10 20:42:00,3
2019-03-10 20:43:00,3
2019-03-10 20:44:00,5
2019-03-10 20:45:00,6
2019-03-10 20:46:00,2
2019-03-10 20:47:00,2
2019-03-10 20:48:00,2
2019-03-10 20:49:00,2
2019-03-10 20:50:00,2
2019-03-10 20:51:00,1
2019-03-10 20:52:00,4
2019-03-10 20:53:00,3
2019-03-10 20:54:00,3
2019-03-10 20:55:00,4
2019-03-10 20:56:00,2
2019-03-10 20:57:00,4
2019-03-10 20:58:00,3
2019-03-10 20:59:00,2
2019-03-10 21:00:00,4
2019-03-10 21:01:00,2
2019-03-10 21:02:00,3
2019-03-10 21:03:00,4
2019-03-10 21:04:00,3
2019-03-10 21:05:00,3
2019-03-10 21:06:00,4
2019-03-10 21:07:00,3
2019-03-10 21:08:00,4
2019-03-10 21:09:00,4
2019-03-10 21:10:00,4
2019-03-10 21:11:00,2
2019-03-10 21:12:00,4
2019-03-10 21:13:00,2
2019-03-10 21:14:00,3
2019-03-10 21:15:00,2
2019-03-10 21:16:00,2
2019-03-10 21:17:00,2
2019-03-10 21:18:00,1
2019-03-10 21:19:00,4
2019-03-10 21:20:00,6
2019-03-10 21:21:00,4
2019-03-10 21:22:00,3
2019-03-10 21:23:00,2
2019-03-10 21:24:00,3
2019-03-10 21:25:00,2
2019-03-10 21:26:00,6
2019-03-10 21:27:00,3
2019-03-10 21:28:00,3
2019-03-10 21:29:00,2
2019-03-10 21:30:00,3
2019-03-10 21:31:00,3
2019-03-10 21:32:00,3
2019-03-10 21:33:00,3
2019-03-10 21:34:00,2
2019-03-10 21:35:00,3
2019-03-10 21:36:00,3
2019-03-10 21:37:00,3
2019-03-10 21:38:00,2
2019-03-10 21:39:00,3
2019-03-10 21:40:00,3
2019-03-10 21:41:00,4
2019-03-10 21:42:00,4
2019-03-10 21:43:00,2
2019-03-10 21:44:00,3
2019-03-10 21:45:00,4
2019-03-10 21:46:00,2
2019-03-10 21:47:00,3
2019-03-10 21:48:00,3
2019-03-10 21:49:00,3
2019-03-10 21:50:00,3
2019-03-10 21:51:00,3
2019-03-10 21:52:00,3
2019-03-10 21:53:00,3
2019-03-10 21:54:00,4
2019-03-10 21:55:00,2
2019-03-10 21:56:00,3
2019-03-10 21:57:00,3
2019-03-10 21:58:00,2
2019-03-10 21:59:00,4
2019-03-10 22:00:00,4
2019-03-10 22:01:00,3
2019-03-10 22:02:00,2
2019-03-10 22:03:00,3
2019-03-10 22:04:00,3
2019-03-10 22:05:00,3
2019-03-10 22:06:00,7
2019-03-10 22:07:00,4
2019-03-10 22:08:00,3
2019-03-10 22:09:00,3
2019-03-10 22:10:00,5
2019-03-10 22:11:00,3
2019-03-10 22:12:00,3
2019-03-10 22:13:00,3
2019-03-10 22:14:00,3
2019-03-10 22:15:00,5
2019-03-10 22:16:00,3
