3,"SELECT TOP # bestObjID, z, survey FROM SpecObj WHERE class = &&& AND zWarning = # AND survey = &&&"
2019-03-10 12:35:00,1
2019-03-10 12:39:00,1
2019-03-10 12:40:00,1
