2,"SELECT into mydb.Bowo_#Apr2#        p.objID,p.ra,p.dec  FROM        PhotoObjAll p   WHERE        p.ra  BETWEEN  # AND #    AND p.dec BETWEEN  - # AND   #"
2019-04-08 03:05:00,1
2019-04-08 03:07:00,1
