355,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-04-08 00:01:00,1
2019-04-08 00:05:00,1
2019-04-08 00:06:00,1
2019-04-08 00:15:00,4
2019-04-08 00:20:00,5
2019-04-08 00:25:00,1
2019-04-08 01:00:00,9
2019-04-08 01:05:00,8
2019-04-08 01:15:00,1
2019-04-08 01:20:00,1
2019-04-08 02:01:00,1
2019-04-08 02:05:00,2
2019-04-08 02:06:00,1
2019-04-08 02:10:00,2
2019-04-08 03:01:00,1
2019-04-08 03:20:00,1
2019-04-08 03:25:00,1
2019-04-08 04:02:00,1
2019-04-08 04:05:00,1
2019-04-08 04:06:00,1
2019-04-08 04:32:00,1
2019-04-08 04:35:00,2
2019-04-08 04:36:00,1
2019-04-08 04:40:00,1
2019-04-08 04:41:00,1
2019-04-08 05:01:00,1
2019-04-08 05:05:00,2
2019-04-08 05:06:00,1
2019-04-08 05:10:00,2
2019-04-08 05:15:00,5
2019-04-08 05:20:00,3
2019-04-08 05:32:00,1
2019-04-08 05:35:00,3
2019-04-08 05:37:00,1
2019-04-08 05:40:00,2
2019-04-08 05:42:00,1
2019-04-08 05:49:00,1
2019-04-08 06:00:00,2
2019-04-08 06:05:00,4
2019-04-08 06:10:00,2
2019-04-08 06:15:00,2
2019-04-08 06:20:00,2
2019-04-08 06:35:00,4
2019-04-08 06:40:00,4
2019-04-08 08:02:00,1
2019-04-08 08:05:00,2
2019-04-08 08:08:00,1
2019-04-08 08:14:00,1
2019-04-08 08:35:00,1
2019-04-08 09:05:00,1
2019-04-08 11:01:00,1
2019-04-08 11:25:00,1
2019-04-08 12:01:00,1
2019-04-08 12:35:00,1
2019-04-08 13:15:00,1
2019-04-08 13:20:00,1
2019-04-08 13:25:00,1
2019-04-08 14:01:00,1
2019-04-08 14:35:00,1
2019-04-08 14:40:00,1
2019-04-08 15:01:00,1
2019-04-08 15:05:00,1
2019-04-08 15:06:00,1
2019-04-08 15:30:00,8
2019-04-08 15:35:00,4
2019-04-08 16:00:00,9
2019-04-08 17:05:00,4
2019-04-08 17:10:00,1
2019-04-08 17:15:00,2
2019-04-08 17:20:00,1
2019-04-08 17:23:00,1
2019-04-08 18:00:00,7
2019-04-08 18:02:00,1
2019-04-08 18:05:00,4
2019-04-08 18:07:00,1
2019-04-08 18:15:00,2
2019-04-08 18:20:00,2
2019-04-08 18:25:00,1
2019-04-08 18:33:00,1
2019-04-08 18:35:00,5
2019-04-08 18:40:00,4
2019-04-08 18:41:00,1
2019-04-08 18:45:00,1
2019-04-08 18:46:00,1
2019-04-08 18:51:00,1
2019-04-08 18:56:00,1
2019-04-08 19:01:00,1
2019-04-08 19:05:00,15
2019-04-08 19:10:00,20
2019-04-08 19:15:00,8
2019-04-08 19:20:00,2
2019-04-08 19:31:00,1
2019-04-08 19:35:00,10
2019-04-08 19:40:00,10
2019-04-08 19:42:00,1
2019-04-08 19:45:00,8
2019-04-08 19:47:00,1
2019-04-08 19:52:00,1
2019-04-08 19:57:00,1
2019-04-08 20:04:00,1
2019-04-08 20:05:00,4
2019-04-08 20:10:00,4
2019-04-08 20:19:00,1
2019-04-08 20:26:00,1
2019-04-08 20:30:00,1
2019-04-08 20:35:00,1
2019-04-08 20:40:00,6
2019-04-08 20:45:00,5
2019-04-08 21:00:00,1
2019-04-08 21:05:00,23
2019-04-08 21:08:00,1
2019-04-08 21:10:00,16
2019-04-08 21:40:00,22
2019-04-08 21:45:00,13
