19,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-04-08 09:11:00,1
2019-04-08 09:12:00,1
2019-04-08 09:53:00,2
2019-04-08 09:54:00,2
2019-04-08 09:55:00,1
2019-04-08 09:56:00,1
2019-04-08 10:05:00,1
2019-04-08 11:26:00,1
2019-04-08 11:51:00,1
2019-04-08 11:58:00,1
2019-04-08 12:04:00,1
2019-04-08 14:04:00,1
2019-04-08 16:41:00,1
2019-04-08 16:42:00,1
2019-04-08 17:16:00,1
2019-04-08 17:42:00,1
2019-04-08 18:56:00,1
