128,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-04-08 00:58:00,1
2019-04-08 01:58:00,1
2019-04-08 02:58:00,1
2019-04-08 03:02:00,1
2019-04-08 03:59:00,1
2019-04-08 04:57:00,1
2019-04-08 05:57:00,1
2019-04-08 06:05:00,9
2019-04-08 06:07:00,9
2019-04-08 06:15:00,9
2019-04-08 06:31:00,8
2019-04-08 06:32:00,1
2019-04-08 06:44:00,9
2019-04-08 06:59:00,1
2019-04-08 07:14:00,1
2019-04-08 07:24:00,9
2019-04-08 07:57:00,1
2019-04-08 08:56:00,1
2019-04-08 09:03:00,9
2019-04-08 09:58:00,1
2019-04-08 10:57:00,1
2019-04-08 11:59:00,1
2019-04-08 12:39:00,1
2019-04-08 12:40:00,3
2019-04-08 12:41:00,6
2019-04-08 12:58:00,1
2019-04-08 13:46:00,3
2019-04-08 13:47:00,6
2019-04-08 13:59:00,1
2019-04-08 14:09:00,9
2019-04-08 14:58:00,1
2019-04-08 15:01:00,1
2019-04-08 15:02:00,1
2019-04-08 15:20:00,1
2019-04-08 15:23:00,9
2019-04-08 15:44:00,1
2019-04-08 16:00:00,1
2019-04-08 17:03:00,2
2019-04-08 17:44:00,1
2019-04-08 17:58:00,1
2019-04-08 18:58:00,1
2019-04-08 19:59:00,1
