3,"SELECT TOP # g.objID as id, g.dered_g as g, g.dered_r as r, g.dered_i as i, g.dered_z as z, s.z as redshift FROM Galaxy g INNER JOIN SpecObj s ON s.bestObjID = g.objID WHERE s.z BETWEEN # AND #"
2019-04-08 09:32:00,1
2019-04-08 10:34:00,1
2019-04-08 10:37:00,1
