2011,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-04-08 01:23:00,24
2019-04-08 01:24:00,27
2019-04-08 01:25:00,15
2019-04-08 01:26:00,1
2019-04-08 01:27:00,1
2019-04-08 01:30:00,18
2019-04-08 01:31:00,3
2019-04-08 01:34:00,11
2019-04-08 01:43:00,11
2019-04-08 01:46:00,10
2019-04-08 01:47:00,25
2019-04-08 01:48:00,26
2019-04-08 01:49:00,25
2019-04-08 01:50:00,27
2019-04-08 01:51:00,27
2019-04-08 01:52:00,26
2019-04-08 01:53:00,26
2019-04-08 01:57:00,1
2019-04-08 02:01:00,1
2019-04-08 02:02:00,1
2019-04-08 02:05:00,14
2019-04-08 02:06:00,1
2019-04-08 02:07:00,1
2019-04-08 02:09:00,1
2019-04-08 02:10:00,25
2019-04-08 02:11:00,19
2019-04-08 02:13:00,20
2019-04-08 02:14:00,4
2019-04-08 02:15:00,1
2019-04-08 02:16:00,2
2019-04-08 02:17:00,22
2019-04-08 02:21:00,1
2019-04-08 02:24:00,1
2019-04-08 02:36:00,9
2019-04-08 02:47:00,9
2019-04-08 02:58:00,32
2019-04-08 02:59:00,48
2019-04-08 03:00:00,50
2019-04-08 03:01:00,38
2019-04-08 15:37:00,44
2019-04-08 15:38:00,30
2019-04-08 15:42:00,36
2019-04-08 15:43:00,38
2019-04-08 18:39:00,14
2019-04-08 18:40:00,17
2019-04-08 18:42:00,25
2019-04-08 18:43:00,14
2019-04-08 18:44:00,5
2019-04-08 18:58:00,8
2019-04-08 18:59:00,34
2019-04-08 19:00:00,32
2019-04-08 19:01:00,32
2019-04-08 19:02:00,32
2019-04-08 19:03:00,31
2019-04-08 19:04:00,31
2019-04-08 19:05:00,39
2019-04-08 19:06:00,47
2019-04-08 19:07:00,49
2019-04-08 19:08:00,48
2019-04-08 19:09:00,56
2019-04-08 19:10:00,61
2019-04-08 19:11:00,49
2019-04-08 19:12:00,46
2019-04-08 19:13:00,48
2019-04-08 19:14:00,48
2019-04-08 19:15:00,49
2019-04-08 19:16:00,23
2019-04-08 19:17:00,39
2019-04-08 19:18:00,49
2019-04-08 19:19:00,47
2019-04-08 19:20:00,48
2019-04-08 19:21:00,48
2019-04-08 19:22:00,49
2019-04-08 19:23:00,48
2019-04-08 19:24:00,48
2019-04-08 19:25:00,45
