284,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-04-08 00:33:00,4
2019-04-08 00:36:00,4
2019-04-08 00:40:00,2
2019-04-08 00:42:00,2
2019-04-08 00:46:00,2
2019-04-08 00:53:00,2
2019-04-08 00:54:00,2
2019-04-08 00:57:00,2
2019-04-08 01:00:00,2
2019-04-08 01:05:00,2
2019-04-08 01:06:00,2
2019-04-08 01:12:00,2
2019-04-08 01:16:00,2
2019-04-08 01:22:00,2
2019-04-08 01:26:00,2
2019-04-08 01:32:00,2
2019-04-08 01:34:00,2
2019-04-08 01:38:00,2
2019-04-08 01:42:00,2
2019-04-08 01:58:00,1
2019-04-08 02:02:00,2
2019-04-08 02:03:00,2
2019-04-08 02:05:00,1
2019-04-08 02:09:00,5
2019-04-08 02:15:00,2
2019-04-08 02:41:00,4
2019-04-08 02:44:00,2
2019-04-08 02:45:00,2
2019-04-08 02:48:00,2
2019-04-08 02:50:00,2
2019-04-08 02:54:00,2
2019-04-08 03:24:00,1
2019-04-08 03:26:00,1
2019-04-08 03:27:00,1
2019-04-08 03:32:00,1
2019-04-08 03:36:00,2
2019-04-08 04:11:00,5
2019-04-08 04:15:00,6
2019-04-08 04:20:00,2
2019-04-08 04:23:00,2
2019-04-08 04:51:00,5
2019-04-08 04:54:00,3
2019-04-08 04:55:00,3
2019-04-08 04:58:00,2
2019-04-08 05:00:00,3
2019-04-08 05:04:00,2
2019-04-08 05:35:00,2
2019-04-08 05:36:00,2
2019-04-08 05:39:00,4
2019-04-08 05:43:00,2
2019-04-08 05:45:00,1
2019-04-08 05:48:00,2
2019-04-08 06:04:00,3
2019-04-08 06:06:00,3
2019-04-08 06:07:00,3
2019-04-08 06:09:00,2
2019-04-08 06:11:00,1
2019-04-08 06:13:00,2
2019-04-08 06:21:00,2
2019-04-08 06:24:00,2
2019-04-08 06:26:00,2
2019-04-08 06:29:00,2
2019-04-08 06:34:00,1
2019-04-08 06:37:00,2
2019-04-08 06:41:00,2
2019-04-08 06:43:00,2
2019-04-08 06:46:00,2
2019-04-08 06:49:00,2
2019-04-08 06:52:00,2
2019-04-08 06:56:00,2
2019-04-08 06:59:00,2
2019-04-08 07:03:00,2
2019-04-08 07:05:00,2
2019-04-08 07:08:00,2
2019-04-08 07:10:00,2
2019-04-08 07:13:00,2
2019-04-08 07:18:00,1
2019-04-08 07:21:00,2
2019-04-08 07:25:00,2
2019-04-08 07:27:00,2
2019-04-08 07:30:00,2
2019-04-08 07:32:00,2
2019-04-08 07:35:00,2
2019-04-08 07:39:00,1
2019-04-08 07:42:00,2
2019-04-08 07:46:00,2
2019-04-08 07:48:00,2
2019-04-08 07:51:00,2
2019-04-08 07:53:00,2
2019-04-08 07:56:00,2
2019-04-08 08:00:00,2
2019-04-08 08:03:00,2
2019-04-08 08:12:00,1
2019-04-08 08:16:00,2
2019-04-08 08:21:00,1
2019-04-08 08:26:00,1
2019-04-08 08:34:00,1
2019-04-08 08:38:00,2
2019-04-08 08:44:00,2
2019-04-08 08:45:00,2
2019-04-08 08:47:00,2
2019-04-08 08:50:00,2
2019-04-08 08:53:00,2
2019-04-08 08:55:00,2
2019-04-08 09:00:00,1
2019-04-08 09:02:00,2
2019-04-08 09:06:00,1
2019-04-08 09:07:00,1
2019-04-08 09:09:00,2
2019-04-08 09:12:00,2
2019-04-08 09:14:00,2
2019-04-08 09:17:00,2
2019-04-08 09:21:00,2
2019-04-08 09:24:00,2
2019-04-08 09:28:00,2
2019-04-08 09:32:00,1
2019-04-08 09:42:00,1
2019-04-08 09:47:00,1
2019-04-08 09:54:00,1
2019-04-08 10:13:00,1
2019-04-08 10:18:00,2
2019-04-08 10:22:00,1
2019-04-08 10:27:00,1
2019-04-08 10:35:00,1
2019-04-08 10:53:00,1
2019-04-08 11:02:00,1
2019-04-08 11:07:00,1
2019-04-08 11:15:00,1
2019-04-08 11:53:00,2
2019-04-08 11:56:00,2
2019-04-08 11:58:00,2
2019-04-08 12:02:00,2
2019-04-08 12:06:00,2
2019-04-08 12:09:00,2
2019-04-08 12:13:00,2
2019-04-08 12:16:00,2
2019-04-08 12:19:00,2
2019-04-08 12:21:00,2
2019-04-08 12:24:00,1
2019-04-08 12:25:00,1
2019-04-08 12:29:00,1
2019-04-08 12:32:00,2
2019-04-08 12:36:00,2
2019-04-08 23:54:00,2
2019-04-08 23:58:00,2
