137,"select s.ObjID,s.class,s.subclass,s.z,s.zErr,s.type from SpecPhoto s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-11-21 00:04:00,1
2019-11-21 00:06:00,1
2019-11-21 00:09:00,2
2019-11-21 00:10:00,1
2019-11-21 00:17:00,1
2019-11-21 00:18:00,1
2019-11-21 00:20:00,2
2019-11-21 00:23:00,1
2019-11-21 00:27:00,2
2019-11-21 00:31:00,1
2019-11-21 00:33:00,1
2019-11-21 00:37:00,1
2019-11-21 00:40:00,1
2019-11-21 00:43:00,1
2019-11-21 00:44:00,1
2019-11-21 00:45:00,1
2019-11-21 00:48:00,2
2019-11-21 00:52:00,1
2019-11-21 00:55:00,1
2019-11-21 00:56:00,1
2019-11-21 00:57:00,1
2019-11-21 00:59:00,1
2019-11-21 01:04:00,2
2019-11-21 01:06:00,1
2019-11-21 01:07:00,1
2019-11-21 01:09:00,1
2019-11-21 01:10:00,1
2019-11-21 01:15:00,2
2019-11-21 01:17:00,1
2019-11-21 01:20:00,1
2019-11-21 01:23:00,2
2019-11-21 01:24:00,2
2019-11-21 01:25:00,1
2019-11-21 01:27:00,1
2019-11-21 01:28:00,1
2019-11-21 01:31:00,1
2019-11-21 01:33:00,2
2019-11-21 01:34:00,1
2019-11-21 01:38:00,1
2019-11-21 01:48:00,1
2019-11-21 01:50:00,2
2019-11-21 01:54:00,2
2019-11-21 01:55:00,1
2019-11-21 01:59:00,2
2019-11-21 02:01:00,1
2019-11-21 02:02:00,1
2019-11-21 02:04:00,1
2019-11-21 02:08:00,2
2019-11-21 02:13:00,1
2019-11-21 02:14:00,1
2019-11-21 02:17:00,1
2019-11-21 02:19:00,1
2019-11-21 02:23:00,1
2019-11-21 02:24:00,1
2019-11-21 02:29:00,1
2019-11-21 02:32:00,1
2019-11-21 02:33:00,1
2019-11-21 02:34:00,2
2019-11-21 02:37:00,1
2019-11-21 02:40:00,2
2019-11-21 02:45:00,2
2019-11-21 02:47:00,1
2019-11-21 02:48:00,2
2019-11-21 02:52:00,1
2019-11-21 02:55:00,1
2019-11-21 03:01:00,2
2019-11-21 03:03:00,1
2019-11-21 03:09:00,1
2019-11-21 03:11:00,1
2019-11-21 03:13:00,1
2019-11-21 03:19:00,1
2019-11-21 03:20:00,1
2019-11-21 03:25:00,1
2019-11-21 03:27:00,1
2019-11-21 03:30:00,1
2019-11-21 03:33:00,2
2019-11-21 03:37:00,1
2019-11-21 03:40:00,1
2019-11-21 03:41:00,1
2019-11-21 03:43:00,1
2019-11-21 03:44:00,1
2019-11-21 03:47:00,2
2019-11-21 03:48:00,1
2019-11-21 03:50:00,1
2019-11-21 03:51:00,1
2019-11-21 03:54:00,2
2019-11-21 03:57:00,1
2019-11-21 03:58:00,1
2019-11-21 03:59:00,1
2019-11-21 04:00:00,1
2019-11-21 04:02:00,2
2019-11-21 04:03:00,1
2019-11-21 04:05:00,1
2019-11-21 04:07:00,1
2019-11-21 04:11:00,1
2019-11-21 04:12:00,1
2019-11-21 04:13:00,1
2019-11-21 04:17:00,2
2019-11-21 04:19:00,1
2019-11-21 04:27:00,2
2019-11-21 04:33:00,2
2019-11-21 04:38:00,1
2019-11-21 04:42:00,1
2019-11-21 04:44:00,1
2019-11-21 04:45:00,1
2019-11-21 04:46:00,1
2019-11-21 04:52:00,1
2019-11-21 04:56:00,1
2019-11-21 04:57:00,1
2019-11-21 05:02:00,1
2019-11-21 12:29:00,2
