117,"SELECT p.ra,p.dec,p.raErr,p.decErr,p.objId,p.run,p.rerun,p.camcol,p.field,dbo.fPhotoModeN(mode) as mode,nChild,dbo.fPhotoTypeN(p.type) as type,clean,flags,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,mjd,distance FROM PhotoObj as p JOIN dbo.fGetNearbyObjEq(#,#,#) AS R ON P.objID=R.objID ORDER BY distance"
2019-11-21 00:05:00,1
2019-11-21 00:22:00,1
2019-11-21 00:31:00,1
2019-11-21 00:58:00,1
2019-11-21 01:08:00,1
2019-11-21 01:36:00,1
2019-11-21 01:38:00,2
2019-11-21 01:39:00,1
2019-11-21 01:44:00,1
2019-11-21 01:47:00,1
2019-11-21 01:50:00,1
2019-11-21 02:07:00,2
2019-11-21 02:12:00,1
2019-11-21 02:16:00,1
2019-11-21 02:17:00,1
2019-11-21 02:21:00,1
2019-11-21 02:22:00,1
2019-11-21 02:31:00,1
2019-11-21 02:39:00,1
2019-11-21 02:45:00,1
2019-11-21 02:53:00,1
2019-11-21 02:55:00,1
2019-11-21 02:57:00,1
2019-11-21 03:01:00,1
2019-11-21 03:30:00,1
2019-11-21 03:33:00,1
2019-11-21 04:06:00,1
2019-11-21 04:09:00,1
2019-11-21 04:23:00,1
2019-11-21 04:35:00,1
2019-11-21 04:55:00,1
2019-11-21 04:56:00,1
2019-11-21 04:58:00,1
2019-11-21 05:12:00,1
2019-11-21 05:13:00,1
2019-11-21 05:31:00,1
2019-11-21 06:02:00,1
2019-11-21 06:37:00,1
2019-11-21 07:08:00,1
2019-11-21 07:47:00,1
2019-11-21 08:01:00,2
2019-11-21 08:03:00,1
2019-11-21 08:24:00,1
2019-11-21 08:32:00,1
2019-11-21 08:43:00,1
2019-11-21 09:00:00,1
2019-11-21 09:03:00,1
2019-11-21 09:22:00,1
2019-11-21 09:24:00,1
2019-11-21 09:42:00,1
2019-11-21 10:21:00,1
2019-11-21 11:07:00,2
2019-11-21 11:16:00,1
2019-11-21 11:42:00,1
2019-11-21 11:44:00,2
2019-11-21 12:20:00,1
2019-11-21 12:28:00,1
2019-11-21 12:50:00,1
2019-11-21 12:58:00,1
2019-11-21 13:06:00,1
2019-11-21 13:10:00,1
2019-11-21 13:11:00,1
2019-11-21 13:46:00,1
2019-11-21 13:50:00,1
2019-11-21 14:08:00,1
2019-11-21 14:16:00,1
2019-11-21 14:22:00,1
2019-11-21 14:35:00,1
2019-11-21 14:37:00,1
2019-11-21 14:42:00,1
2019-11-21 14:50:00,1
2019-11-21 15:01:00,1
2019-11-21 15:06:00,1
2019-11-21 15:07:00,1
2019-11-21 15:26:00,1
2019-11-21 15:30:00,1
2019-11-21 15:35:00,1
2019-11-21 15:37:00,1
2019-11-21 15:44:00,1
2019-11-21 16:02:00,1
2019-11-21 16:03:00,1
2019-11-21 16:16:00,1
2019-11-21 16:24:00,1
2019-11-21 16:32:00,1
2019-11-21 16:37:00,1
2019-11-21 16:42:00,1
2019-11-21 16:44:00,1
2019-11-21 16:47:00,1
2019-11-21 17:06:00,1
2019-11-21 17:11:00,1
2019-11-21 17:56:00,1
2019-11-21 18:12:00,1
2019-11-21 18:16:00,1
2019-11-21 18:22:00,1
2019-11-21 18:47:00,1
2019-11-21 19:01:00,1
2019-11-21 19:15:00,1
2019-11-21 19:57:00,1
2019-11-21 20:09:00,1
2019-11-21 20:35:00,1
2019-11-21 21:03:00,1
2019-11-21 21:12:00,1
2019-11-21 21:18:00,1
2019-11-21 21:27:00,1
2019-11-21 21:29:00,1
2019-11-21 21:39:00,1
2019-11-21 21:40:00,1
2019-11-21 21:49:00,1
2019-11-21 21:59:00,1
2019-11-21 22:47:00,1
2019-11-21 23:01:00,1
2019-11-21 23:15:00,1
