2617,"SELECT DISTINCT s.instrument, s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE (s.plate=# AND s.mjd=# AND s.fiberid=#)"
2019-11-21 14:29:00,3
2019-11-21 14:30:00,9
2019-11-21 14:31:00,6
2019-11-21 14:32:00,1
2019-11-21 14:33:00,1
2019-11-21 14:35:00,2
2019-11-21 14:36:00,3
2019-11-21 14:38:00,4
2019-11-21 14:39:00,2
2019-11-21 14:40:00,2
2019-11-21 14:41:00,4
2019-11-21 14:42:00,2
2019-11-21 14:44:00,1
2019-11-21 14:45:00,1
2019-11-21 14:46:00,2
2019-11-21 14:47:00,5
2019-11-21 14:51:00,2
2019-11-21 14:52:00,2
2019-11-21 14:53:00,1
2019-11-21 14:54:00,1
2019-11-21 14:55:00,1
2019-11-21 14:56:00,1
2019-11-21 14:57:00,1
2019-11-21 14:58:00,1
2019-11-21 14:59:00,1
2019-11-21 15:01:00,2
2019-11-21 15:02:00,2
2019-11-21 15:03:00,1
2019-11-21 15:04:00,3
2019-11-21 15:05:00,3
2019-11-21 15:07:00,1
2019-11-21 15:08:00,6
2019-11-21 15:09:00,2
2019-11-21 15:10:00,2
2019-11-21 15:11:00,4
2019-11-21 15:13:00,4
2019-11-21 15:14:00,1
2019-11-21 15:15:00,1
2019-11-21 15:17:00,1
2019-11-21 15:18:00,3
2019-11-21 15:19:00,1
2019-11-21 15:20:00,2
2019-11-21 15:21:00,2
2019-11-21 15:22:00,7
2019-11-21 15:23:00,11
2019-11-21 15:24:00,2
2019-11-21 15:25:00,1
2019-11-21 15:26:00,3
2019-11-21 15:27:00,1
2019-11-21 15:29:00,3
2019-11-21 15:30:00,2
2019-11-21 15:32:00,2
2019-11-21 15:33:00,3
2019-11-21 15:34:00,2
2019-11-21 15:35:00,3
2019-11-21 15:36:00,2
2019-11-21 15:59:00,2
2019-11-21 16:00:00,1
2019-11-21 16:01:00,1
2019-11-21 16:02:00,7
2019-11-21 16:03:00,6
2019-11-21 16:04:00,1
2019-11-21 16:05:00,2
2019-11-21 16:06:00,9
2019-11-21 16:07:00,5
2019-11-21 16:09:00,6
2019-11-21 16:10:00,1
2019-11-21 16:13:00,3
2019-11-21 16:15:00,3
2019-11-21 16:16:00,2
