17,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-11-21 02:38:00,1
2019-11-21 02:45:00,1
2019-11-21 11:25:00,1
2019-11-21 16:57:00,1
2019-11-21 17:03:00,2
2019-11-21 17:18:00,1
2019-11-21 17:29:00,1
2019-11-21 21:11:00,2
2019-11-21 21:13:00,1
2019-11-21 21:14:00,1
2019-11-21 21:17:00,1
2019-11-21 21:26:00,1
2019-11-21 21:44:00,1
2019-11-21 21:52:00,1
2019-11-21 23:28:00,1
