411,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-11-21 00:07:00,2
2019-11-21 00:12:00,1
2019-11-21 00:16:00,1
2019-11-21 00:18:00,1
2019-11-21 00:20:00,1
2019-11-21 00:22:00,1
2019-11-21 00:26:00,1
2019-11-21 00:28:00,1
2019-11-21 00:35:00,1
2019-11-21 00:40:00,1
2019-11-21 00:44:00,1
2019-11-21 00:52:00,1
2019-11-21 00:59:00,1
2019-11-21 01:01:00,1
2019-11-21 01:06:00,1
2019-11-21 01:07:00,1
2019-11-21 01:12:00,2
2019-11-21 01:17:00,4
2019-11-21 01:19:00,1
2019-11-21 01:21:00,1
2019-11-21 01:23:00,1
2019-11-21 01:26:00,1
2019-11-21 01:29:00,1
2019-11-21 01:32:00,1
2019-11-21 01:36:00,1
2019-11-21 01:41:00,1
2019-11-21 01:45:00,1
2019-11-21 01:50:00,1
2019-11-21 01:54:00,1
2019-11-21 01:59:00,1
2019-11-21 02:03:00,1
2019-11-21 02:08:00,1
2019-11-21 02:13:00,1
2019-11-21 02:17:00,1
2019-11-21 02:22:00,2
2019-11-21 02:26:00,1
2019-11-21 02:30:00,1
2019-11-21 02:34:00,1
2019-11-21 02:39:00,2
2019-11-21 02:41:00,1
2019-11-21 02:42:00,1
2019-11-21 02:46:00,1
2019-11-21 02:47:00,1
2019-11-21 02:52:00,1
2019-11-21 02:56:00,2
2019-11-21 03:01:00,1
2019-11-21 03:05:00,2
2019-11-21 03:07:00,1
2019-11-21 03:11:00,1
2019-11-21 03:13:00,1
2019-11-21 03:18:00,1
2019-11-21 03:21:00,1
2019-11-21 03:25:00,1
2019-11-21 03:30:00,1
2019-11-21 03:31:00,1
2019-11-21 03:36:00,1
2019-11-21 03:41:00,1
2019-11-21 03:45:00,1
2019-11-21 03:50:00,1
2019-11-21 03:54:00,1
2019-11-21 03:59:00,1
2019-11-21 04:03:00,1
2019-11-21 04:08:00,1
2019-11-21 04:12:00,1
2019-11-21 04:16:00,1
2019-11-21 04:21:00,1
2019-11-21 04:25:00,1
2019-11-21 04:30:00,1
2019-11-21 04:35:00,1
2019-11-21 04:39:00,1
2019-11-21 04:44:00,2
2019-11-21 04:51:00,1
2019-11-21 04:55:00,1
2019-11-21 04:57:00,1
2019-11-21 05:02:00,3
2019-11-21 05:06:00,1
2019-11-21 05:08:00,1
2019-11-21 05:09:00,1
2019-11-21 05:14:00,1
2019-11-21 05:18:00,1
2019-11-21 05:21:00,1
2019-11-21 05:23:00,1
2019-11-21 05:30:00,1
2019-11-21 05:34:00,1
2019-11-21 05:41:00,1
2019-11-21 05:48:00,1
2019-11-21 05:55:00,1
2019-11-21 05:57:00,1
2019-11-21 06:04:00,1
2019-11-21 06:09:00,1
2019-11-21 06:14:00,1
2019-11-21 06:18:00,1
2019-11-21 06:23:00,1
2019-11-21 06:30:00,1
2019-11-21 06:37:00,1
2019-11-21 06:39:00,1
2019-11-21 06:43:00,1
2019-11-21 06:45:00,1
2019-11-21 06:47:00,1
2019-11-21 06:52:00,1
2019-11-21 06:56:00,1
2019-11-21 07:01:00,2
2019-11-21 07:05:00,1
2019-11-21 07:10:00,1
2019-11-21 07:17:00,1
2019-11-21 07:24:00,1
2019-11-21 07:28:00,1
2019-11-21 07:30:00,1
2019-11-21 07:33:00,1
2019-11-21 07:35:00,1
2019-11-21 07:40:00,1
2019-11-21 07:44:00,1
2019-11-21 07:51:00,1
2019-11-21 07:56:00,1
2019-11-21 08:03:00,1
2019-11-21 08:10:00,1
2019-11-21 08:25:00,1
2019-11-21 08:33:00,1
2019-11-21 08:37:00,1
2019-11-21 08:45:00,1
2019-11-21 08:49:00,1
2019-11-21 08:51:00,1
2019-11-21 08:56:00,1
2019-11-21 09:03:00,1
2019-11-21 09:05:00,1
2019-11-21 09:07:00,1
2019-11-21 09:11:00,1
2019-11-21 09:18:00,1
2019-11-21 09:23:00,1
2019-11-21 09:26:00,1
2019-11-21 09:31:00,1
2019-11-21 09:35:00,1
2019-11-21 09:37:00,1
2019-11-21 09:39:00,1
2019-11-21 09:41:00,2
2019-11-21 09:46:00,1
2019-11-21 09:50:00,1
2019-11-21 09:55:00,1
2019-11-21 09:57:00,1
2019-11-21 09:59:00,1
2019-11-21 10:03:00,1
2019-11-21 10:08:00,1
2019-11-21 10:12:00,1
2019-11-21 10:17:00,1
2019-11-21 10:19:00,1
2019-11-21 10:21:00,1
2019-11-21 10:24:00,1
2019-11-21 10:27:00,1
2019-11-21 10:29:00,2
2019-11-21 10:34:00,1
2019-11-21 10:41:00,1
2019-11-21 10:46:00,1
2019-11-21 10:53:00,1
2019-11-21 11:00:00,1
2019-11-21 11:03:00,1
2019-11-21 11:05:00,1
2019-11-21 11:10:00,1
2019-11-21 11:14:00,1
2019-11-21 11:19:00,1
2019-11-21 11:24:00,1
2019-11-21 11:28:00,1
2019-11-21 11:30:00,1
2019-11-21 11:32:00,1
2019-11-21 11:35:00,1
2019-11-21 11:39:00,1
2019-11-21 11:44:00,1
2019-11-21 11:46:00,1
2019-11-21 11:50:00,1
2019-11-21 11:52:00,2
2019-11-21 11:54:00,3
2019-11-21 11:56:00,1
2019-11-21 12:01:00,1
2019-11-21 12:05:00,1
2019-11-21 12:10:00,3
2019-11-21 12:11:00,1
2019-11-21 12:12:00,1
2019-11-21 12:14:00,1
2019-11-21 12:16:00,1
2019-11-21 12:21:00,1
2019-11-21 12:24:00,1
2019-11-21 12:29:00,1
2019-11-21 12:30:00,1
2019-11-21 12:35:00,1
2019-11-21 12:40:00,1
2019-11-21 12:44:00,1
2019-11-21 12:46:00,1
2019-11-21 12:51:00,3
2019-11-21 12:56:00,1
2019-11-21 13:00:00,1
2019-11-21 13:05:00,2
2019-11-21 13:11:00,1
2019-11-21 13:13:00,2
2019-11-21 13:18:00,2
2019-11-21 13:20:00,1
2019-11-21 13:22:00,1
2019-11-21 13:24:00,1
2019-11-21 13:32:00,1
2019-11-21 13:39:00,1
2019-11-21 13:46:00,2
2019-11-21 13:51:00,1
2019-11-21 13:53:00,1
2019-11-21 13:55:00,1
2019-11-21 13:59:00,1
2019-11-21 14:04:00,1
2019-11-21 14:08:00,1
2019-11-21 14:13:00,1
2019-11-21 14:18:00,1
2019-11-21 14:20:00,1
2019-11-21 14:22:00,1
2019-11-21 14:24:00,1
2019-11-21 14:36:00,2
2019-11-21 14:43:00,1
2019-11-21 14:46:00,1
2019-11-21 14:48:00,1
2019-11-21 14:49:00,4
2019-11-21 14:53:00,1
2019-11-21 14:55:00,2
2019-11-21 14:56:00,1
2019-11-21 15:00:00,1
2019-11-21 15:02:00,1
2019-11-21 15:07:00,1
2019-11-21 15:11:00,1
2019-11-21 15:16:00,1
2019-11-21 15:20:00,1
2019-11-21 15:23:00,1
2019-11-21 15:25:00,1
2019-11-21 15:27:00,1
2019-11-21 15:32:00,1
2019-11-21 15:36:00,1
2019-11-21 15:41:00,1
2019-11-21 15:45:00,1
2019-11-21 15:47:00,1
2019-11-21 15:49:00,1
2019-11-21 15:54:00,1
2019-11-21 15:58:00,1
2019-11-21 16:03:00,1
2019-11-21 16:05:00,1
2019-11-21 16:08:00,1
2019-11-21 16:12:00,1
2019-11-21 16:17:00,1
2019-11-21 16:22:00,1
2019-11-21 16:26:00,1
2019-11-21 16:35:00,1
2019-11-21 16:40:00,1
2019-11-21 16:44:00,1
2019-11-21 16:52:00,1
2019-11-21 16:53:00,1
2019-11-21 16:55:00,1
2019-11-21 17:00:00,1
2019-11-21 17:05:00,1
2019-11-21 17:09:00,1
2019-11-21 17:14:00,1
2019-11-21 17:18:00,1
2019-11-21 17:21:00,1
2019-11-21 17:24:00,1
2019-11-21 17:28:00,1
2019-11-21 17:33:00,1
2019-11-21 17:38:00,1
2019-11-21 17:43:00,1
2019-11-21 17:47:00,1
2019-11-21 17:52:00,1
2019-11-21 17:55:00,1
2019-11-21 17:57:00,1
2019-11-21 18:04:00,1
2019-11-21 18:07:00,1
2019-11-21 18:11:00,1
2019-11-21 18:16:00,1
2019-11-21 18:23:00,2
2019-11-21 18:27:00,1
2019-11-21 18:29:00,1
2019-11-21 18:31:00,1
2019-11-21 18:33:00,1
2019-11-21 18:38:00,1
2019-11-21 18:41:00,1
2019-11-21 18:43:00,1
2019-11-21 18:45:00,1
2019-11-21 18:47:00,1
2019-11-21 18:48:00,1
2019-11-21 18:51:00,1
2019-11-21 18:53:00,1
2019-11-21 18:56:00,2
2019-11-21 19:00:00,1
2019-11-21 19:03:00,1
2019-11-21 19:06:00,1
2019-11-21 19:09:00,1
2019-11-21 19:12:00,1
2019-11-21 19:14:00,1
2019-11-21 19:19:00,2
2019-11-21 19:24:00,1
2019-11-21 19:25:00,1
2019-11-21 19:27:00,1
2019-11-21 19:32:00,2
2019-11-21 19:34:00,1
2019-11-21 19:39:00,1
2019-11-21 19:43:00,1
2019-11-21 19:48:00,1
2019-11-21 19:52:00,1
2019-11-21 19:57:00,1
2019-11-21 20:02:00,1
2019-11-21 20:06:00,2
2019-11-21 20:08:00,2
2019-11-21 20:10:00,3
2019-11-21 20:15:00,1
2019-11-21 20:17:00,3
2019-11-21 20:20:00,1
2019-11-21 20:22:00,1
2019-11-21 20:23:00,1
2019-11-21 20:27:00,1
2019-11-21 20:29:00,1
2019-11-21 20:31:00,1
2019-11-21 20:36:00,1
2019-11-21 20:40:00,1
2019-11-21 20:43:00,1
2019-11-21 20:48:00,1
2019-11-21 20:52:00,1
2019-11-21 20:53:00,2
2019-11-21 20:55:00,1
2019-11-21 20:59:00,2
2019-11-21 21:04:00,1
2019-11-21 21:06:00,2
2019-11-21 21:09:00,1
2019-11-21 21:12:00,2
2019-11-21 21:18:00,1
2019-11-21 21:23:00,1
2019-11-21 21:26:00,1
2019-11-21 21:28:00,1
2019-11-21 21:33:00,1
2019-11-21 21:34:00,1
2019-11-21 21:37:00,1
2019-11-21 21:38:00,1
2019-11-21 21:48:00,1
2019-11-21 21:52:00,1
2019-11-21 21:54:00,1
2019-11-21 21:56:00,1
2019-11-21 21:58:00,1
2019-11-21 22:01:00,1
2019-11-21 22:05:00,1
2019-11-21 22:10:00,1
2019-11-21 22:14:00,1
2019-11-21 22:15:00,1
2019-11-21 22:22:00,1
2019-11-21 22:26:00,1
2019-11-21 22:31:00,3
2019-11-21 22:36:00,1
2019-11-21 22:38:00,1
2019-11-21 22:50:00,1
2019-11-21 22:54:00,1
2019-11-21 22:59:00,1
2019-11-21 23:03:00,2
2019-11-21 23:04:00,1
2019-11-21 23:11:00,1
2019-11-21 23:13:00,1
2019-11-21 23:16:00,1
2019-11-21 23:18:00,1
2019-11-21 23:20:00,1
