48,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-11-21 01:38:00,1
2019-11-21 01:44:00,2
2019-11-21 01:45:00,2
2019-11-21 01:47:00,1
2019-11-21 01:48:00,1
2019-11-21 01:49:00,3
2019-11-21 01:50:00,1
2019-11-21 01:51:00,2
2019-11-21 01:53:00,1
2019-11-21 01:54:00,1
2019-11-21 01:59:00,1
2019-11-21 02:00:00,1
2019-11-21 02:01:00,1
2019-11-21 02:02:00,1
2019-11-21 02:11:00,2
2019-11-21 02:19:00,1
2019-11-21 02:20:00,2
2019-11-21 02:21:00,1
2019-11-21 02:22:00,1
2019-11-21 02:23:00,1
2019-11-21 02:27:00,1
2019-11-21 02:33:00,1
2019-11-21 02:46:00,1
2019-11-21 02:47:00,2
2019-11-21 02:49:00,1
2019-11-21 02:50:00,2
2019-11-21 02:53:00,2
2019-11-21 02:54:00,3
2019-11-21 02:55:00,2
2019-11-21 02:56:00,1
2019-11-21 03:02:00,1
2019-11-21 03:03:00,2
2019-11-21 21:31:00,1
2019-11-21 21:37:00,1
