13,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-07-29 13:58:00,1
2019-07-29 14:07:00,1
2019-07-29 14:12:00,1
2019-07-29 14:16:00,1
2019-07-29 14:20:00,1
2019-07-29 14:24:00,1
2019-07-29 14:28:00,1
2019-07-29 14:33:00,1
2019-07-29 14:37:00,1
2019-07-29 14:41:00,1
2019-07-29 14:46:00,1
2019-07-29 14:50:00,1
2019-07-29 14:53:00,1
