46,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-07-29 08:54:00,1
2019-07-29 10:28:00,1
2019-07-29 10:29:00,3
2019-07-29 15:37:00,1
2019-07-29 15:57:00,1
2019-07-29 16:07:00,1
2019-07-29 16:25:00,1
2019-07-29 16:34:00,1
2019-07-29 16:50:00,1
2019-07-29 16:53:00,1
2019-07-29 16:54:00,1
2019-07-29 16:57:00,1
2019-07-29 17:06:00,2
2019-07-29 17:13:00,1
2019-07-29 17:21:00,1
2019-07-29 17:24:00,1
2019-07-29 17:40:00,1
2019-07-29 18:00:00,1
2019-07-29 18:07:00,1
2019-07-29 18:21:00,1
2019-07-29 18:30:00,1
2019-07-29 18:39:00,1
2019-07-29 18:54:00,1
2019-07-29 19:01:00,1
2019-07-29 19:09:00,1
2019-07-29 19:16:00,1
2019-07-29 19:18:00,1
2019-07-29 19:27:00,1
2019-07-29 19:28:00,1
2019-07-29 19:30:00,1
2019-07-29 19:31:00,1
2019-07-29 19:37:00,1
2019-07-29 19:43:00,1
2019-07-29 19:44:00,1
2019-07-29 19:49:00,1
2019-07-29 19:52:00,1
2019-07-29 19:55:00,1
2019-07-29 20:04:00,1
2019-07-29 21:32:00,1
2019-07-29 21:53:00,1
2019-07-29 22:12:00,1
2019-07-29 22:28:00,1
2019-07-29 22:41:00,1
