80,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-07-29 08:43:00,4
2019-07-29 08:44:00,6
2019-07-29 08:45:00,4
2019-07-29 08:46:00,6
2019-07-29 08:47:00,6
2019-07-29 08:48:00,4
2019-07-29 08:49:00,4
2019-07-29 08:50:00,6
2019-07-29 09:04:00,6
2019-07-29 09:05:00,4
2019-07-29 09:06:00,3
2019-07-29 09:07:00,7
2019-07-29 09:08:00,2
2019-07-29 09:09:00,6
2019-07-29 09:10:00,2
2019-07-29 09:11:00,6
2019-07-29 09:12:00,4
