28,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-07-29 01:23:00,1
2019-07-29 02:03:00,1
2019-07-29 03:52:00,1
2019-07-29 04:04:00,2
2019-07-29 09:35:00,1
2019-07-29 10:44:00,1
2019-07-29 10:58:00,1
2019-07-29 11:18:00,1
2019-07-29 12:37:00,1
2019-07-29 13:30:00,1
2019-07-29 13:44:00,1
2019-07-29 13:52:00,1
2019-07-29 13:53:00,1
2019-07-29 13:55:00,1
2019-07-29 14:03:00,1
2019-07-29 14:20:00,1
2019-07-29 16:20:00,1
2019-07-29 17:07:00,1
2019-07-29 18:04:00,1
2019-07-29 18:13:00,1
2019-07-29 19:37:00,1
2019-07-29 19:56:00,1
2019-07-29 20:07:00,1
2019-07-29 20:16:00,1
2019-07-29 20:19:00,1
2019-07-29 20:31:00,1
2019-07-29 23:53:00,1
