92,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-07-29 00:45:00,1
2019-07-29 01:07:00,1
2019-07-29 01:08:00,1
2019-07-29 01:45:00,1
2019-07-29 02:45:00,1
2019-07-29 03:28:00,1
2019-07-29 03:37:00,1
2019-07-29 03:38:00,1
2019-07-29 03:45:00,1
2019-07-29 03:46:00,2
2019-07-29 03:57:00,1
2019-07-29 04:17:00,1
2019-07-29 04:22:00,1
2019-07-29 04:24:00,1
2019-07-29 04:45:00,1
2019-07-29 05:45:00,1
2019-07-29 06:45:00,1
2019-07-29 07:09:00,1
2019-07-29 07:45:00,1
2019-07-29 08:25:00,1
2019-07-29 08:45:00,1
2019-07-29 08:56:00,1
2019-07-29 08:58:00,1
2019-07-29 09:00:00,1
2019-07-29 09:08:00,1
2019-07-29 09:13:00,1
2019-07-29 09:14:00,1
2019-07-29 09:45:00,1
2019-07-29 10:46:00,1
2019-07-29 11:45:00,1
2019-07-29 12:45:00,1
2019-07-29 13:45:00,1
2019-07-29 14:02:00,9
2019-07-29 14:12:00,9
2019-07-29 14:45:00,1
2019-07-29 14:54:00,9
2019-07-29 15:45:00,1
2019-07-29 15:47:00,1
2019-07-29 15:48:00,1
2019-07-29 15:52:00,1
2019-07-29 15:53:00,1
2019-07-29 15:55:00,1
2019-07-29 15:56:00,2
2019-07-29 15:58:00,1
2019-07-29 16:06:00,9
2019-07-29 16:13:00,9
2019-07-29 16:45:00,1
2019-07-29 17:45:00,1
2019-07-29 18:45:00,1
2019-07-29 19:45:00,1
