211,select * from galSpecIndx where specObjId=#
2019-02-27 01:04:00,1
2019-02-27 01:11:00,1
2019-02-27 01:32:00,1
2019-02-27 05:53:00,1
2019-02-27 07:49:00,1
2019-02-27 09:16:00,1
2019-02-27 09:39:00,1
2019-02-27 11:13:00,1
2019-02-27 14:15:00,19
2019-02-27 14:16:00,15
2019-02-27 15:47:00,4
2019-02-27 15:48:00,11
2019-02-27 15:49:00,15
2019-02-27 15:50:00,13
2019-02-27 15:51:00,15
2019-02-27 15:55:00,12
2019-02-27 15:56:00,20
2019-02-27 15:57:00,11
2019-02-27 15:58:00,16
2019-02-27 15:59:00,22
2019-02-27 17:50:00,7
2019-02-27 17:51:00,9
2019-02-27 18:31:00,1
2019-02-27 19:37:00,10
2019-02-27 19:40:00,1
2019-02-27 21:58:00,1
2019-02-27 23:12:00,1
