217,select * from Frame where fieldId=#
2019-02-27 00:12:00,1
2019-02-27 00:18:00,1
2019-02-27 00:27:00,1
2019-02-27 00:33:00,1
2019-02-27 00:47:00,1
2019-02-27 00:56:00,4
2019-02-27 00:59:00,1
2019-02-27 01:11:00,2
2019-02-27 01:13:00,1
2019-02-27 01:25:00,9
2019-02-27 01:26:00,24
2019-02-27 01:29:00,1
2019-02-27 01:44:00,1
2019-02-27 02:28:00,1
2019-02-27 02:47:00,1
2019-02-27 03:13:00,1
2019-02-27 03:24:00,1
2019-02-27 03:31:00,1
2019-02-27 04:07:00,1
2019-02-27 04:17:00,1
2019-02-27 04:21:00,1
2019-02-27 04:28:00,1
2019-02-27 04:33:00,1
2019-02-27 04:47:00,1
2019-02-27 05:00:00,1
2019-02-27 05:09:00,1
2019-02-27 05:18:00,1
2019-02-27 05:19:00,1
2019-02-27 05:40:00,1
2019-02-27 06:01:00,1
2019-02-27 06:02:00,4
2019-02-27 06:06:00,1
2019-02-27 06:19:00,1
2019-02-27 06:26:00,1
2019-02-27 06:27:00,2
2019-02-27 06:51:00,1
2019-02-27 06:54:00,3
2019-02-27 06:56:00,1
2019-02-27 06:57:00,3
2019-02-27 06:58:00,2
2019-02-27 06:59:00,1
2019-02-27 07:00:00,3
2019-02-27 07:01:00,2
2019-02-27 07:07:00,1
2019-02-27 07:16:00,1
2019-02-27 07:22:00,1
2019-02-27 07:31:00,1
2019-02-27 08:01:00,1
2019-02-27 08:31:00,1
2019-02-27 08:33:00,1
2019-02-27 08:35:00,1
2019-02-27 08:49:00,2
2019-02-27 09:34:00,1
2019-02-27 09:40:00,1
2019-02-27 09:42:00,1
2019-02-27 09:49:00,1
2019-02-27 09:53:00,1
2019-02-27 09:54:00,1
2019-02-27 10:06:00,1
2019-02-27 10:57:00,1
2019-02-27 11:04:00,1
2019-02-27 11:12:00,18
2019-02-27 11:58:00,2
2019-02-27 12:35:00,1
2019-02-27 12:52:00,1
2019-02-27 12:57:00,1
2019-02-27 13:01:00,1
2019-02-27 13:09:00,1
2019-02-27 13:46:00,1
2019-02-27 13:47:00,1
2019-02-27 13:58:00,1
2019-02-27 14:07:00,1
2019-02-27 14:08:00,19
2019-02-27 14:14:00,1
2019-02-27 14:31:00,2
2019-02-27 14:34:00,1
2019-02-27 14:37:00,1
2019-02-27 14:47:00,1
2019-02-27 14:51:00,1
2019-02-27 15:32:00,1
2019-02-27 15:47:00,1
2019-02-27 15:53:00,6
2019-02-27 16:04:00,1
2019-02-27 16:16:00,1
2019-02-27 16:49:00,1
2019-02-27 17:12:00,1
2019-02-27 17:17:00,1
2019-02-27 17:18:00,1
2019-02-27 17:45:00,1
2019-02-27 17:46:00,5
2019-02-27 17:47:00,1
2019-02-27 17:55:00,1
2019-02-27 18:07:00,1
2019-02-27 18:10:00,1
2019-02-27 18:27:00,1
2019-02-27 18:31:00,1
2019-02-27 18:36:00,1
2019-02-27 18:50:00,1
2019-02-27 18:58:00,1
2019-02-27 19:36:00,6
2019-02-27 19:47:00,1
2019-02-27 19:59:00,1
2019-02-27 20:04:00,1
2019-02-27 20:12:00,1
2019-02-27 20:29:00,1
2019-02-27 20:45:00,1
2019-02-27 20:48:00,1
2019-02-27 21:49:00,1
2019-02-27 21:57:00,1
2019-02-27 22:03:00,1
2019-02-27 22:13:00,1
2019-02-27 22:50:00,1
2019-02-27 23:00:00,1
2019-02-27 23:05:00,1
2019-02-27 23:24:00,1
2019-02-27 23:26:00,1
2019-02-27 23:28:00,1
2019-02-27 23:55:00,1
