5411,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-02-27 17:55:00,7
2019-02-27 17:56:00,12
2019-02-27 17:57:00,14
2019-02-27 17:58:00,16
2019-02-27 17:59:00,24
2019-02-27 18:00:00,27
2019-02-27 18:01:00,19
2019-02-27 18:02:00,12
2019-02-27 18:03:00,13
2019-02-27 18:04:00,8
2019-02-27 18:05:00,3
2019-02-27 18:06:00,2
2019-02-27 18:07:00,1
2019-02-27 18:08:00,1
2019-02-27 18:09:00,3
2019-02-27 18:10:00,5
2019-02-27 18:11:00,13
2019-02-27 18:12:00,22
2019-02-27 18:13:00,26
2019-02-27 18:14:00,28
2019-02-27 18:15:00,21
2019-02-27 18:16:00,14
2019-02-27 18:17:00,12
2019-02-27 18:18:00,13
2019-02-27 18:19:00,15
2019-02-27 18:20:00,10
2019-02-27 18:21:00,13
2019-02-27 18:22:00,11
2019-02-27 18:23:00,8
2019-02-27 18:24:00,10
2019-02-27 18:25:00,9
2019-02-27 18:26:00,9
2019-02-27 18:27:00,11
2019-02-27 18:28:00,6
2019-02-27 18:29:00,12
2019-02-27 18:30:00,19
2019-02-27 18:31:00,26
2019-02-27 18:32:00,33
2019-02-27 18:33:00,28
2019-02-27 18:34:00,27
2019-02-27 18:35:00,26
2019-02-27 18:36:00,21
2019-02-27 18:37:00,7
2019-02-27 18:38:00,5
2019-02-27 18:39:00,6
2019-02-27 18:40:00,4
2019-02-27 18:41:00,10
2019-02-27 18:42:00,5
2019-02-27 18:43:00,6
2019-02-27 18:44:00,4
2019-02-27 18:45:00,3
2019-02-27 18:46:00,4
2019-02-27 18:47:00,2
2019-02-27 18:48:00,7
2019-02-27 18:49:00,8
2019-02-27 18:50:00,9
2019-02-27 18:51:00,6
2019-02-27 18:52:00,4
2019-02-27 18:53:00,3
2019-02-27 18:54:00,7
2019-02-27 18:55:00,10
2019-02-27 18:56:00,12
2019-02-27 18:57:00,14
2019-02-27 18:58:00,10
2019-02-27 18:59:00,8
2019-02-27 19:00:00,11
2019-02-27 19:01:00,18
2019-02-27 19:02:00,16
2019-02-27 19:03:00,21
2019-02-27 19:04:00,17
2019-02-27 19:05:00,23
2019-02-27 19:06:00,23
