125,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-02-27 08:40:00,1
2019-02-27 09:11:00,1
2019-02-27 09:43:00,1
2019-02-27 11:23:00,1
2019-02-27 11:28:00,2
2019-02-27 11:30:00,1
2019-02-27 11:32:00,1
2019-02-27 11:37:00,1
2019-02-27 11:39:00,2
2019-02-27 11:40:00,3
2019-02-27 11:41:00,12
2019-02-27 11:42:00,1
2019-02-27 11:43:00,2
2019-02-27 11:46:00,2
2019-02-27 11:50:00,1
2019-02-27 11:51:00,1
2019-02-27 11:52:00,1
2019-02-27 11:53:00,1
2019-02-27 11:54:00,1
2019-02-27 11:56:00,1
2019-02-27 11:58:00,1
2019-02-27 11:59:00,1
2019-02-27 12:00:00,1
2019-02-27 12:02:00,1
2019-02-27 12:03:00,1
2019-02-27 12:05:00,1
2019-02-27 12:06:00,1
2019-02-27 12:07:00,1
2019-02-27 12:08:00,1
2019-02-27 12:13:00,11
2019-02-27 12:14:00,32
2019-02-27 12:15:00,12
2019-02-27 12:16:00,4
2019-02-27 12:17:00,2
2019-02-27 12:26:00,1
2019-02-27 13:44:00,1
2019-02-27 13:57:00,1
2019-02-27 13:58:00,1
2019-02-27 14:30:00,1
2019-02-27 14:38:00,1
2019-02-27 15:29:00,1
2019-02-27 15:38:00,1
2019-02-27 15:58:00,1
2019-02-27 17:30:00,1
2019-02-27 19:40:00,1
2019-02-27 20:37:00,1
2019-02-27 20:41:00,1
2019-02-27 21:00:00,1
2019-02-27 21:18:00,1
2019-02-27 21:19:00,1
2019-02-27 21:36:00,1
2019-02-27 21:46:00,1
