23,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-02-27 00:57:00,1
2019-02-27 01:26:00,1
2019-02-27 01:36:00,1
2019-02-27 01:51:00,1
2019-02-27 03:11:00,1
2019-02-27 07:55:00,1
2019-02-27 09:47:00,1
2019-02-27 10:08:00,2
2019-02-27 10:09:00,1
2019-02-27 14:03:00,1
2019-02-27 14:04:00,1
2019-02-27 15:35:00,1
2019-02-27 17:02:00,1
2019-02-27 18:00:00,1
2019-02-27 18:15:00,2
2019-02-27 18:19:00,1
2019-02-27 18:34:00,1
2019-02-27 18:37:00,1
2019-02-27 18:41:00,1
2019-02-27 19:19:00,1
2019-02-27 19:57:00,1
