1457,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-02-27 18:42:00,23
2019-02-27 18:43:00,30
2019-02-27 18:44:00,29
2019-02-27 18:45:00,29
2019-02-27 18:46:00,29
2019-02-27 18:47:00,33
2019-02-27 18:48:00,33
2019-02-27 18:49:00,33
2019-02-27 18:50:00,31
2019-02-27 19:43:00,1
2019-02-27 19:44:00,1
2019-02-27 20:46:00,1
2019-02-27 20:48:00,1
2019-02-27 20:50:00,2
2019-02-27 21:00:00,3
2019-02-27 21:01:00,32
2019-02-27 21:02:00,27
2019-02-27 21:03:00,31
2019-02-27 21:04:00,30
2019-02-27 21:05:00,31
2019-02-27 21:06:00,19
2019-02-27 21:07:00,32
2019-02-27 21:08:00,34
2019-02-27 21:09:00,30
2019-02-27 21:10:00,31
2019-02-27 21:11:00,33
2019-02-27 21:12:00,32
2019-02-27 21:13:00,32
2019-02-27 21:14:00,31
2019-02-27 21:15:00,31
2019-02-27 21:16:00,29
2019-02-27 21:17:00,10
2019-02-27 21:29:00,19
2019-02-27 21:30:00,5
2019-02-27 21:31:00,14
2019-02-27 23:12:00,1
2019-02-27 23:24:00,2
2019-02-27 23:28:00,10
2019-02-27 23:29:00,27
2019-02-27 23:30:00,19
2019-02-27 23:31:00,27
2019-02-27 23:32:00,20
2019-02-27 23:33:00,25
2019-02-27 23:34:00,28
2019-02-27 23:35:00,26
2019-02-27 23:36:00,28
2019-02-27 23:37:00,19
2019-02-27 23:38:00,28
2019-02-27 23:39:00,25
2019-02-27 23:40:00,28
2019-02-27 23:41:00,1
2019-02-27 23:42:00,18
2019-02-27 23:43:00,28
2019-02-27 23:44:00,1
2019-02-27 23:45:00,4
2019-02-27 23:46:00,24
2019-02-27 23:47:00,23
2019-02-27 23:48:00,14
2019-02-27 23:49:00,23
2019-02-27 23:50:00,25
2019-02-27 23:51:00,3
2019-02-27 23:52:00,18
2019-02-27 23:53:00,12
2019-02-27 23:54:00,22
2019-02-27 23:55:00,29
2019-02-27 23:56:00,13
2019-02-27 23:57:00,24
2019-02-27 23:58:00,25
2019-02-27 23:59:00,25
