336,"SELECT objID, ra, dec FROM Star WHERE (ra between # and #) and (dec between # and #)"
2019-02-27 15:47:00,63
2019-02-27 15:48:00,38
2019-02-27 15:52:00,62
2019-02-27 16:01:00,97
2019-02-27 16:02:00,41
2019-02-27 16:03:00,35
