14,"SELECT TOP # p.objid, p.ra,p.dec,p.petror9#_r, p.dered_g, s.z as z_spec, s.zErr, zns.nvote, zns.p_el as elliptical, zns.p_cw as spiralclock, zns.p_acw as spiralanticlock, zns.p_edge as edgeon, zns.p_dk as dontknow, zns.p_mg as merger   FROM Galaxy as p    JOIN ZooNoSpec AS zns ON p.objid = zns.objid    JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.clean=# and zns.nvote >= # and zns.p_cw > # or zns.p_acw > #"
2019-02-27 10:11:00,1
2019-02-27 10:54:00,2
2019-02-27 10:55:00,2
2019-02-27 10:56:00,3
2019-02-27 10:57:00,2
2019-02-27 10:58:00,1
2019-02-27 11:06:00,1
2019-02-27 11:08:00,1
2019-02-27 11:09:00,1
