20190,select objid from photoprimary where photoprimary.dec between # and # and photoprimary.ra between # and #
2019-02-27 08:06:00,5
2019-02-27 08:07:00,3
2019-02-27 08:10:00,3
2019-02-27 08:13:00,1
2019-02-27 08:14:00,2
2019-02-27 08:15:00,1
2019-02-27 08:16:00,4
2019-02-27 08:17:00,2
2019-02-27 08:18:00,1
2019-02-27 08:19:00,3
2019-02-27 08:21:00,3
2019-02-27 08:22:00,2
2019-02-27 08:23:00,1
2019-02-27 08:24:00,2
2019-02-27 08:25:00,1
2019-02-27 08:26:00,3
2019-02-27 08:27:00,2
2019-02-27 08:28:00,3
2019-02-27 08:29:00,2
2019-02-27 08:30:00,2
2019-02-27 08:31:00,1
2019-02-27 08:32:00,4
2019-02-27 08:33:00,2
2019-02-27 08:35:00,2
2019-02-27 08:36:00,1
2019-02-27 08:37:00,2
2019-02-27 08:38:00,1
2019-02-27 08:40:00,3
2019-02-27 08:41:00,1
2019-02-27 08:42:00,1
2019-02-27 08:43:00,1
2019-02-27 08:44:00,2
2019-02-27 08:45:00,2
2019-02-27 08:46:00,1
2019-02-27 08:47:00,2
2019-02-27 08:48:00,2
2019-02-27 08:49:00,1
2019-02-27 08:51:00,4
2019-02-27 08:54:00,1
2019-02-27 08:55:00,2
2019-02-27 08:56:00,2
2019-02-27 08:58:00,1
2019-02-27 08:59:00,1
2019-02-27 09:00:00,1
2019-02-27 09:08:00,1
2019-02-27 09:09:00,3
2019-02-27 09:11:00,1
2019-02-27 09:12:00,3
2019-02-27 09:13:00,1
2019-02-27 09:14:00,3
2019-02-27 09:15:00,2
2019-02-27 09:16:00,1
2019-02-27 09:17:00,1
2019-02-27 09:18:00,3
2019-02-27 09:19:00,1
2019-02-27 09:20:00,1
2019-02-27 09:21:00,3
2019-02-27 09:22:00,1
2019-02-27 09:24:00,3
2019-02-27 09:25:00,2
2019-02-27 09:27:00,2
2019-02-27 09:28:00,2
2019-02-27 09:29:00,1
2019-02-27 09:30:00,3
2019-02-27 09:31:00,2
2019-02-27 09:59:00,59
2019-02-27 10:00:00,42
2019-02-27 10:01:00,54
2019-02-27 10:02:00,89
2019-02-27 10:03:00,49
2019-02-27 10:04:00,67
2019-02-27 10:05:00,57
2019-02-27 10:06:00,69
2019-02-27 10:07:00,52
2019-02-27 10:08:00,10
2019-02-27 10:09:00,3
2019-02-27 10:10:00,3
2019-02-27 10:11:00,3
2019-02-27 10:12:00,3
2019-02-27 10:13:00,5
2019-02-27 10:14:00,4
2019-02-27 10:15:00,3
2019-02-27 10:16:00,2
2019-02-27 10:17:00,5
2019-02-27 10:18:00,41
2019-02-27 10:19:00,3
2019-02-27 10:20:00,23
2019-02-27 10:21:00,41
2019-02-27 10:22:00,39
2019-02-27 10:23:00,24
2019-02-27 10:24:00,113
2019-02-27 10:25:00,90
2019-02-27 10:26:00,148
2019-02-27 10:27:00,94
2019-02-27 10:28:00,41
2019-02-27 10:29:00,46
2019-02-27 10:30:00,49
2019-02-27 10:31:00,58
2019-02-27 10:32:00,55
2019-02-27 10:33:00,56
2019-02-27 10:34:00,43
2019-02-27 10:35:00,58
2019-02-27 10:36:00,47
2019-02-27 10:37:00,73
2019-02-27 10:38:00,73
2019-02-27 10:39:00,61
2019-02-27 10:40:00,47
2019-02-27 10:41:00,66
2019-02-27 10:42:00,62
2019-02-27 10:43:00,62
2019-02-27 10:44:00,52
2019-02-27 10:45:00,46
2019-02-27 10:46:00,69
2019-02-27 10:47:00,29
2019-02-27 10:48:00,71
2019-02-27 10:49:00,62
2019-02-27 10:50:00,78
2019-02-27 10:51:00,51
2019-02-27 10:52:00,121
2019-02-27 10:53:00,81
2019-02-27 10:54:00,128
2019-02-27 10:55:00,116
2019-02-27 10:56:00,96
2019-02-27 10:57:00,59
2019-02-27 10:58:00,81
2019-02-27 10:59:00,62
2019-02-27 11:00:00,46
2019-02-27 11:01:00,6
2019-02-27 11:04:00,70
2019-02-27 11:05:00,57
2019-02-27 11:06:00,55
2019-02-27 11:07:00,57
2019-02-27 11:08:00,51
2019-02-27 11:09:00,58
2019-02-27 11:10:00,76
2019-02-27 11:11:00,49
2019-02-27 11:12:00,36
2019-02-27 11:13:00,62
2019-02-27 11:14:00,36
2019-02-27 11:15:00,29
2019-02-27 11:16:00,30
2019-02-27 11:17:00,49
2019-02-27 11:18:00,64
2019-02-27 11:19:00,90
2019-02-27 11:20:00,77
2019-02-27 11:21:00,171
2019-02-27 11:22:00,66
2019-02-27 11:23:00,53
2019-02-27 11:24:00,38
2019-02-27 11:25:00,65
2019-02-27 11:26:00,89
2019-02-27 11:27:00,162
2019-02-27 11:28:00,148
2019-02-27 11:29:00,101
2019-02-27 11:30:00,50
2019-02-27 11:31:00,54
2019-02-27 11:32:00,51
2019-02-27 11:33:00,104
2019-02-27 11:34:00,76
2019-02-27 11:35:00,44
2019-02-27 11:36:00,65
2019-02-27 11:37:00,90
2019-02-27 11:38:00,53
2019-02-27 11:39:00,136
2019-02-27 11:40:00,19
2019-02-27 11:41:00,82
2019-02-27 11:42:00,52
2019-02-27 11:43:00,33
2019-02-27 11:44:00,67
2019-02-27 11:45:00,72
2019-02-27 11:46:00,40
2019-02-27 11:47:00,101
2019-02-27 11:48:00,41
2019-02-27 11:49:00,56
2019-02-27 11:50:00,74
2019-02-27 11:51:00,105
2019-02-27 11:52:00,77
2019-02-27 11:53:00,13
2019-02-27 11:54:00,4
2019-02-27 12:06:00,1
2019-02-27 12:07:00,1
2019-02-27 12:13:00,6
2019-02-27 12:14:00,46
2019-02-27 12:15:00,63
2019-02-27 12:16:00,55
2019-02-27 12:17:00,42
2019-02-27 12:18:00,50
2019-02-27 12:19:00,53
2019-02-27 12:20:00,165
2019-02-27 12:21:00,50
2019-02-27 12:22:00,88
2019-02-27 12:23:00,73
2019-02-27 12:24:00,107
2019-02-27 12:25:00,52
2019-02-27 12:26:00,56
2019-02-27 12:27:00,44
2019-02-27 12:28:00,56
2019-02-27 12:29:00,66
2019-02-27 12:30:00,44
2019-02-27 12:31:00,46
2019-02-27 12:38:00,2
2019-02-27 12:39:00,6
2019-02-27 12:45:00,2
2019-02-27 12:46:00,2
2019-02-27 12:53:00,30
2019-02-27 12:59:00,4
2019-02-27 13:05:00,26
2019-02-27 13:06:00,2
2019-02-27 13:13:00,15
2019-02-27 13:14:00,75
2019-02-27 13:15:00,41
2019-02-27 13:16:00,32
2019-02-27 13:17:00,35
2019-02-27 13:18:00,64
2019-02-27 13:19:00,73
2019-02-27 13:20:00,49
2019-02-27 13:21:00,64
2019-02-27 13:22:00,47
2019-02-27 13:23:00,37
2019-02-27 13:24:00,48
2019-02-27 13:25:00,60
2019-02-27 13:26:00,43
2019-02-27 13:27:00,48
2019-02-27 13:28:00,74
2019-02-27 13:29:00,60
2019-02-27 13:30:00,67
2019-02-27 13:31:00,64
2019-02-27 13:32:00,61
2019-02-27 13:33:00,33
2019-02-27 13:34:00,33
2019-02-27 13:35:00,91
2019-02-27 13:36:00,48
2019-02-27 13:37:00,71
2019-02-27 13:38:00,62
2019-02-27 13:39:00,57
2019-02-27 13:40:00,46
2019-02-27 13:41:00,62
2019-02-27 13:42:00,45
2019-02-27 13:43:00,40
2019-02-27 13:44:00,29
2019-02-27 13:45:00,51
2019-02-27 13:46:00,49
2019-02-27 13:47:00,53
2019-02-27 13:48:00,91
2019-02-27 13:49:00,52
2019-02-27 13:50:00,58
2019-02-27 13:51:00,46
2019-02-27 13:52:00,50
2019-02-27 13:53:00,42
2019-02-27 13:54:00,39
2019-02-27 13:55:00,42
2019-02-27 13:56:00,50
2019-02-27 13:57:00,43
2019-02-27 13:58:00,46
2019-02-27 13:59:00,59
2019-02-27 14:00:00,26
2019-02-27 14:01:00,37
2019-02-27 14:02:00,82
2019-02-27 14:03:00,60
2019-02-27 14:04:00,4
2019-02-27 14:05:00,44
2019-02-27 14:06:00,30
2019-02-27 14:07:00,47
2019-02-27 14:08:00,46
2019-02-27 14:09:00,41
2019-02-27 14:10:00,46
2019-02-27 14:11:00,56
2019-02-27 14:12:00,50
2019-02-27 14:13:00,48
2019-02-27 14:14:00,47
2019-02-27 14:15:00,44
2019-02-27 14:16:00,61
2019-02-27 14:17:00,30
2019-02-27 14:18:00,29
2019-02-27 14:19:00,28
2019-02-27 14:20:00,37
2019-02-27 14:21:00,23
2019-02-27 14:22:00,13
2019-02-27 14:23:00,12
2019-02-27 14:24:00,14
2019-02-27 14:25:00,16
2019-02-27 14:26:00,11
2019-02-27 14:27:00,19
2019-02-27 14:28:00,17
2019-02-27 14:29:00,13
2019-02-27 14:30:00,21
2019-02-27 14:31:00,13
2019-02-27 14:32:00,11
2019-02-27 14:33:00,10
2019-02-27 14:34:00,10
2019-02-27 14:35:00,7
2019-02-27 14:36:00,7
2019-02-27 14:37:00,5
2019-02-27 14:38:00,11
2019-02-27 14:40:00,2
2019-02-27 14:41:00,1
2019-02-27 14:43:00,1
2019-02-27 14:44:00,1
2019-02-27 14:46:00,3
2019-02-27 14:48:00,1
2019-02-27 14:49:00,1
2019-02-27 14:51:00,1
2019-02-27 14:54:00,8
2019-02-27 14:55:00,7
2019-02-27 14:56:00,7
2019-02-27 14:57:00,3
2019-02-27 15:00:00,28
2019-02-27 15:01:00,18
2019-02-27 15:02:00,19
2019-02-27 15:03:00,15
2019-02-27 15:04:00,13
2019-02-27 15:05:00,17
2019-02-27 15:06:00,27
2019-02-27 15:07:00,16
2019-02-27 15:08:00,22
2019-02-27 15:09:00,24
2019-02-27 15:10:00,21
2019-02-27 15:11:00,32
2019-02-27 15:12:00,24
2019-02-27 15:31:00,6
2019-02-27 20:42:00,1
2019-02-27 21:18:00,6
2019-02-27 21:19:00,23
2019-02-27 21:20:00,12
2019-02-27 21:21:00,1
2019-02-27 22:18:00,1
2019-02-27 23:00:00,1
