69,select * from sppLines where specObjId=#
2019-02-27 01:11:00,6
2019-02-27 01:12:00,10
2019-02-27 01:43:00,1
2019-02-27 02:19:00,1
2019-02-27 02:26:00,1
2019-02-27 02:40:00,1
2019-02-27 02:50:00,1
2019-02-27 03:46:00,1
2019-02-27 04:09:00,1
2019-02-27 04:23:00,1
2019-02-27 04:48:00,1
2019-02-27 04:56:00,1
2019-02-27 05:23:00,1
2019-02-27 06:00:00,1
2019-02-27 07:20:00,1
2019-02-27 08:08:00,1
2019-02-27 10:43:00,1
2019-02-27 15:34:00,1
2019-02-27 15:57:00,10
2019-02-27 15:58:00,14
2019-02-27 15:59:00,2
2019-02-27 16:15:00,1
2019-02-27 16:43:00,1
2019-02-27 17:15:00,1
2019-02-27 17:53:00,1
2019-02-27 18:31:00,1
2019-02-27 19:37:00,4
2019-02-27 19:38:00,1
2019-02-27 19:58:00,1
