84,select * from galSpecInfo where specObjId=#
2019-02-27 00:31:00,1
2019-02-27 00:33:00,1
2019-02-27 01:11:00,11
2019-02-27 02:41:00,1
2019-02-27 03:12:00,1
2019-02-27 04:12:00,1
2019-02-27 06:13:00,1
2019-02-27 06:18:00,1
2019-02-27 06:41:00,1
2019-02-27 09:41:00,1
2019-02-27 12:00:00,1
2019-02-27 13:00:00,1
2019-02-27 15:52:00,18
2019-02-27 15:53:00,11
2019-02-27 15:54:00,9
2019-02-27 16:52:00,1
2019-02-27 16:56:00,1
2019-02-27 17:51:00,1
2019-02-27 17:52:00,8
2019-02-27 18:10:00,1
2019-02-27 18:31:00,1
2019-02-27 19:14:00,1
2019-02-27 19:37:00,8
2019-02-27 22:33:00,1
2019-02-27 22:39:00,1
