299,select * from SpecObjAll where specObjId=#
2019-02-27 00:19:00,1
2019-02-27 01:06:00,19
2019-02-27 02:12:00,1
2019-02-27 03:10:00,1
2019-02-27 05:12:00,1
2019-02-27 05:28:00,1
2019-02-27 05:43:00,1
2019-02-27 06:12:00,1
2019-02-27 06:27:00,1
2019-02-27 08:07:00,1
2019-02-27 08:45:00,1
2019-02-27 09:10:00,1
2019-02-27 09:54:00,1
2019-02-27 10:09:00,1
2019-02-27 10:20:00,15
2019-02-27 11:11:00,1
2019-02-27 11:57:00,1
2019-02-27 11:58:00,2
2019-02-27 13:27:00,1
2019-02-27 14:10:00,9
2019-02-27 14:11:00,19
2019-02-27 14:12:00,17
2019-02-27 14:13:00,21
2019-02-27 14:14:00,23
2019-02-27 14:15:00,7
2019-02-27 15:48:00,14
2019-02-27 15:49:00,21
2019-02-27 15:50:00,23
2019-02-27 15:51:00,14
2019-02-27 15:52:00,16
2019-02-27 15:53:00,18
2019-02-27 15:54:00,15
2019-02-27 15:55:00,8
2019-02-27 17:48:00,2
2019-02-27 17:49:00,4
2019-02-27 17:50:00,1
2019-02-27 17:55:00,1
2019-02-27 18:09:00,1
2019-02-27 18:31:00,1
2019-02-27 19:37:00,6
2019-02-27 19:51:00,1
2019-02-27 21:01:00,1
2019-02-27 21:20:00,1
2019-02-27 22:51:00,1
2019-02-27 23:07:00,1
2019-02-27 23:29:00,1
