41,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-07-10 01:04:00,1
2019-07-10 01:10:00,1
2019-07-10 01:13:00,1
2019-07-10 01:22:00,1
2019-07-10 01:24:00,2
2019-07-10 01:27:00,1
2019-07-10 01:30:00,1
2019-07-10 01:32:00,1
2019-07-10 01:33:00,1
2019-07-10 01:36:00,1
2019-07-10 01:37:00,1
2019-07-10 01:39:00,1
2019-07-10 01:43:00,1
2019-07-10 01:44:00,1
2019-07-10 01:45:00,1
2019-07-10 01:49:00,1
2019-07-10 01:50:00,1
2019-07-10 01:53:00,1
2019-07-10 01:54:00,1
2019-07-10 01:58:00,1
2019-07-10 01:59:00,1
2019-07-10 02:01:00,1
2019-07-10 02:03:00,1
2019-07-10 02:05:00,1
2019-07-10 02:08:00,1
2019-07-10 02:09:00,1
2019-07-10 02:11:00,1
2019-07-10 02:15:00,1
2019-07-10 02:21:00,1
2019-07-10 04:52:00,1
2019-07-10 04:53:00,1
2019-07-10 04:55:00,1
2019-07-10 05:02:00,1
2019-07-10 05:03:00,1
2019-07-10 05:04:00,1
2019-07-10 05:06:00,1
2019-07-10 05:13:00,2
2019-07-10 05:15:00,2
