824,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-07-10 01:09:00,42
2019-07-10 01:26:00,18
2019-07-10 03:47:00,42
2019-07-10 06:20:00,84
2019-07-10 06:40:00,18
2019-07-10 06:54:00,1
2019-07-10 06:57:00,19
2019-07-10 06:58:00,23
2019-07-10 07:39:00,42
2019-07-10 07:41:00,18
2019-07-10 08:23:00,2
2019-07-10 08:25:00,1
2019-07-10 08:52:00,1
2019-07-10 09:03:00,42
2019-07-10 09:59:00,1
2019-07-10 10:09:00,17
2019-07-10 10:10:00,16
2019-07-10 10:11:00,20
2019-07-10 10:12:00,17
2019-07-10 10:13:00,15
2019-07-10 10:14:00,5
2019-07-10 10:34:00,42
2019-07-10 12:15:00,42
2019-07-10 12:47:00,42
2019-07-10 16:44:00,42
2019-07-10 19:30:00,168
2019-07-10 19:54:00,42
2019-07-10 21:37:00,1
2019-07-10 22:33:00,1
