145,select distinct parent from DBViewCols where viewname=&&&
2019-07-10 01:33:00,1
2019-07-10 02:21:00,1
2019-07-10 02:30:00,1
2019-07-10 03:19:00,1
2019-07-10 03:21:00,1
2019-07-10 04:02:00,1
2019-07-10 06:02:00,3
2019-07-10 06:04:00,1
2019-07-10 06:16:00,1
2019-07-10 07:30:00,2
2019-07-10 07:31:00,3
2019-07-10 07:32:00,2
2019-07-10 07:34:00,1
2019-07-10 08:42:00,1
2019-07-10 09:49:00,6
2019-07-10 09:50:00,8
2019-07-10 09:51:00,9
2019-07-10 09:52:00,7
2019-07-10 09:53:00,6
2019-07-10 09:54:00,4
2019-07-10 10:01:00,1
2019-07-10 11:26:00,1
2019-07-10 13:43:00,1
2019-07-10 14:06:00,1
2019-07-10 14:42:00,1
2019-07-10 14:49:00,1
2019-07-10 15:02:00,1
2019-07-10 15:08:00,1
2019-07-10 15:18:00,1
2019-07-10 15:22:00,20
2019-07-10 15:23:00,29
2019-07-10 15:32:00,1
2019-07-10 15:46:00,1
2019-07-10 16:36:00,2
2019-07-10 17:32:00,1
2019-07-10 18:07:00,8
2019-07-10 18:11:00,1
2019-07-10 18:59:00,2
2019-07-10 19:01:00,1
2019-07-10 20:27:00,4
2019-07-10 20:28:00,3
2019-07-10 20:29:00,1
2019-07-10 20:32:00,1
2019-07-10 23:58:00,1
