118,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-07-10 00:45:00,1
2019-07-10 01:45:00,1
2019-07-10 01:48:00,9
2019-07-10 02:45:00,1
2019-07-10 03:45:00,1
2019-07-10 04:44:00,1
2019-07-10 05:44:00,1
2019-07-10 06:45:00,1
2019-07-10 07:45:00,1
2019-07-10 08:44:00,1
2019-07-10 09:45:00,1
2019-07-10 10:45:00,1
2019-07-10 11:45:00,1
2019-07-10 12:28:00,4
2019-07-10 12:29:00,5
2019-07-10 12:45:00,1
2019-07-10 12:47:00,9
2019-07-10 13:08:00,9
2019-07-10 13:46:00,1
2019-07-10 14:21:00,1
2019-07-10 14:22:00,8
2019-07-10 14:46:00,1
2019-07-10 15:30:00,9
2019-07-10 15:46:00,1
2019-07-10 15:47:00,9
2019-07-10 15:59:00,1
2019-07-10 16:00:00,8
2019-07-10 16:32:00,9
2019-07-10 16:46:00,1
2019-07-10 17:29:00,1
2019-07-10 17:45:00,1
2019-07-10 18:28:00,1
2019-07-10 18:45:00,1
2019-07-10 19:03:00,1
2019-07-10 19:15:00,1
2019-07-10 19:45:00,1
2019-07-10 20:03:00,7
2019-07-10 20:04:00,2
2019-07-10 20:07:00,4
