50,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-07-10 00:58:00,3
2019-07-10 01:16:00,1
2019-07-10 01:20:00,1
2019-07-10 01:24:00,1
2019-07-10 01:40:00,1
2019-07-10 01:41:00,1
2019-07-10 03:07:00,1
2019-07-10 04:42:00,1
2019-07-10 05:01:00,1
2019-07-10 06:08:00,1
2019-07-10 08:05:00,1
2019-07-10 09:36:00,1
2019-07-10 09:47:00,1
2019-07-10 10:19:00,1
2019-07-10 10:26:00,10
2019-07-10 10:27:00,8
2019-07-10 10:28:00,1
2019-07-10 10:29:00,1
2019-07-10 12:03:00,2
2019-07-10 12:19:00,1
2019-07-10 15:29:00,1
2019-07-10 17:00:00,1
2019-07-10 17:58:00,1
2019-07-10 19:26:00,2
2019-07-10 20:25:00,1
2019-07-10 20:39:00,1
2019-07-10 21:08:00,1
2019-07-10 21:44:00,1
2019-07-10 21:59:00,1
2019-07-10 23:25:00,1
