46,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-07-10 01:30:00,1
2019-07-10 01:31:00,1
2019-07-10 09:31:00,2
2019-07-10 09:33:00,1
2019-07-10 09:34:00,1
2019-07-10 09:35:00,17
2019-07-10 09:36:00,1
2019-07-10 09:37:00,1
2019-07-10 09:38:00,1
2019-07-10 09:39:00,1
2019-07-10 09:40:00,1
2019-07-10 09:41:00,1
2019-07-10 09:42:00,2
2019-07-10 09:43:00,1
2019-07-10 09:44:00,1
2019-07-10 09:45:00,1
2019-07-10 09:46:00,1
2019-07-10 09:47:00,1
2019-07-10 09:48:00,1
2019-07-10 09:49:00,1
2019-07-10 10:30:00,1
2019-07-10 10:32:00,2
2019-07-10 11:01:00,1
2019-07-10 17:31:00,1
2019-07-10 22:01:00,2
2019-07-10 22:02:00,1
