36,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns(&&&) ORDER BY [columnID]"
2019-11-23 02:49:00,1
2019-11-23 03:02:00,1
2019-11-23 03:03:00,3
2019-11-23 07:01:00,4
2019-11-23 08:51:00,1
2019-11-23 11:51:00,1
2019-11-23 11:52:00,1
2019-11-23 12:21:00,1
2019-11-23 12:29:00,2
2019-11-23 12:31:00,1
2019-11-23 12:34:00,1
2019-11-23 12:36:00,1
2019-11-23 12:56:00,1
2019-11-23 12:57:00,1
2019-11-23 13:17:00,1
2019-11-23 16:39:00,1
2019-11-23 17:31:00,1
2019-11-23 18:14:00,1
2019-11-23 18:18:00,2
2019-11-23 18:19:00,2
2019-11-23 18:20:00,1
2019-11-23 18:25:00,1
2019-11-23 18:26:00,1
2019-11-23 18:27:00,1
2019-11-23 18:28:00,1
2019-11-23 18:35:00,1
2019-11-23 20:40:00,1
2019-11-23 21:06:00,1
