912,select * from sqllogall2#_#_#h_to_#_#h where mm = # and dd = # and hh = #
2019-11-23 12:29:00,4
2019-11-23 12:30:00,20
2019-11-23 12:53:00,20
2019-11-23 12:54:00,22
2019-11-23 12:55:00,18
2019-11-23 12:56:00,18
2019-11-23 12:57:00,16
2019-11-23 12:58:00,16
2019-11-23 12:59:00,16
2019-11-23 13:00:00,13
2019-11-23 13:01:00,14
2019-11-23 13:02:00,13
2019-11-23 13:03:00,2
2019-11-23 14:33:00,16
2019-11-23 14:34:00,22
2019-11-23 14:35:00,19
2019-11-23 14:36:00,17
2019-11-23 14:37:00,15
2019-11-23 14:38:00,16
2019-11-23 14:39:00,14
2019-11-23 14:40:00,13
2019-11-23 14:41:00,12
2019-11-23 14:42:00,13
2019-11-23 14:43:00,11
2019-11-23 14:44:00,12
2019-11-23 14:45:00,11
2019-11-23 14:46:00,11
2019-11-23 14:47:00,10
2019-11-23 14:48:00,9
2019-11-23 14:49:00,10
2019-11-23 14:50:00,9
2019-11-23 14:51:00,10
2019-11-23 14:52:00,9
2019-11-23 14:53:00,9
2019-11-23 14:54:00,9
2019-11-23 14:55:00,9
2019-11-23 14:56:00,8
2019-11-23 14:57:00,9
2019-11-23 14:58:00,8
2019-11-23 14:59:00,8
2019-11-23 15:00:00,8
2019-11-23 15:01:00,8
2019-11-23 15:02:00,7
2019-11-23 15:03:00,8
2019-11-23 15:04:00,7
2019-11-23 15:05:00,3
2019-11-23 15:36:00,7
2019-11-23 15:37:00,22
2019-11-23 15:38:00,20
2019-11-23 15:39:00,18
2019-11-23 15:40:00,13
2019-11-23 15:41:00,12
2019-11-23 15:42:00,12
2019-11-23 15:43:00,12
2019-11-23 15:44:00,10
2019-11-23 15:45:00,10
2019-11-23 15:46:00,8
2019-11-23 15:47:00,8
2019-11-23 15:48:00,8
2019-11-23 15:49:00,7
2019-11-23 15:50:00,7
2019-11-23 15:51:00,6
2019-11-23 15:52:00,7
2019-11-23 15:53:00,7
2019-11-23 15:54:00,7
2019-11-23 15:55:00,6
2019-11-23 15:56:00,6
2019-11-23 15:57:00,5
2019-11-23 15:58:00,6
2019-11-23 15:59:00,6
2019-11-23 16:00:00,5
2019-11-23 16:01:00,6
2019-11-23 16:02:00,5
2019-11-23 16:03:00,5
2019-11-23 16:04:00,6
2019-11-23 16:05:00,5
2019-11-23 16:06:00,6
2019-11-23 16:07:00,5
2019-11-23 16:08:00,6
2019-11-23 16:09:00,5
2019-11-23 16:10:00,5
2019-11-23 16:11:00,6
2019-11-23 16:12:00,5
2019-11-23 16:13:00,5
2019-11-23 16:14:00,5
2019-11-23 16:15:00,5
2019-11-23 16:16:00,5
2019-11-23 16:17:00,5
2019-11-23 16:18:00,5
2019-11-23 16:19:00,5
2019-11-23 16:20:00,5
2019-11-23 16:21:00,4
2019-11-23 16:22:00,5
2019-11-23 16:23:00,4
2019-11-23 16:24:00,5
2019-11-23 16:25:00,2
