2536,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-11-23 13:32:00,140
2019-11-23 13:39:00,82
2019-11-23 13:40:00,360
2019-11-23 13:43:00,59
2019-11-23 13:44:00,17
2019-11-23 13:49:00,44
2019-11-23 13:50:00,23
2019-11-23 13:51:00,16
2019-11-23 13:52:00,21
2019-11-23 13:53:00,270
2019-11-23 13:55:00,145
2019-11-23 13:56:00,106
2019-11-23 13:57:00,484
2019-11-23 14:01:00,44
2019-11-23 14:04:00,56
2019-11-23 14:06:00,78
2019-11-23 14:07:00,14
2019-11-23 14:12:00,13
2019-11-23 14:13:00,27
2019-11-23 14:17:00,38
2019-11-23 14:20:00,83
2019-11-23 14:23:00,23
2019-11-23 14:33:00,160
2019-11-23 14:34:00,233
