38,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-10-27 05:37:00,1
2019-10-27 13:56:00,1
2019-10-27 14:00:00,1
2019-10-27 14:03:00,1
2019-10-27 14:07:00,1
2019-10-27 14:10:00,2
2019-10-27 14:11:00,2
2019-10-27 14:14:00,2
2019-10-27 14:15:00,4
2019-10-27 14:16:00,3
2019-10-27 14:17:00,4
2019-10-27 14:18:00,1
2019-10-27 14:19:00,6
2019-10-27 14:20:00,2
2019-10-27 14:21:00,3
2019-10-27 14:22:00,1
2019-10-27 17:54:00,1
2019-10-27 22:59:00,1
2019-10-27 23:55:00,1
