94,select * from Frame where fieldId=#
2019-10-27 00:03:00,1
2019-10-27 00:25:00,1
2019-10-27 00:40:00,1
2019-10-27 00:49:00,1
2019-10-27 01:54:00,1
2019-10-27 02:25:00,1
2019-10-27 04:14:00,1
2019-10-27 04:55:00,1
2019-10-27 06:29:00,1
2019-10-27 06:47:00,1
2019-10-27 06:49:00,3
2019-10-27 06:50:00,2
2019-10-27 06:52:00,1
2019-10-27 07:29:00,1
2019-10-27 07:50:00,1
2019-10-27 08:26:00,1
2019-10-27 08:31:00,6
2019-10-27 08:32:00,21
2019-10-27 08:56:00,1
2019-10-27 08:59:00,1
2019-10-27 09:17:00,1
2019-10-27 10:09:00,1
2019-10-27 10:30:00,1
2019-10-27 10:43:00,1
2019-10-27 10:48:00,1
2019-10-27 10:49:00,1
2019-10-27 10:56:00,1
2019-10-27 11:47:00,1
2019-10-27 12:26:00,1
2019-10-27 12:29:00,1
2019-10-27 13:08:00,1
2019-10-27 13:37:00,1
2019-10-27 15:46:00,1
2019-10-27 16:31:00,1
2019-10-27 16:40:00,1
2019-10-27 16:53:00,5
2019-10-27 17:30:00,1
2019-10-27 17:32:00,1
2019-10-27 19:09:00,3
2019-10-27 20:53:00,14
2019-10-27 20:54:00,2
2019-10-27 20:55:00,2
2019-10-27 23:09:00,3
